,customer_id,recommendation
181,202,"[451, 137, 1, 330, 704, 143, 646, 611, 493, 800]"
182,203,"[781, 660, 309, 401, 100, 376, 41, 167, 498, 452]"
183,205,"[611, 139, 612, 412, 105, 640, 856, 615, 857, 557]"
184,206,"[126, 488, 484, 116, 781, 41, 414, 485, 381, 63]"
185,207,"[227, 126, 38, 58, 724, 852, 32, 685, 614, 615]"
186,208,"[208, 100, 494, 637, 16, 596, 622, 756, 568, 673]"
187,209,"[99, 248, 120, 57, 71, 354, 675, 263, 198, 421]"
188,211,"[238, 798, 57, 668, 448, 355, 217, 580, 74, 779]"
189,213,"[554, 413, 353, 483, 770, 436, 116, 398, 435, 104]"
190,214,"[132, 463, 509, 425, 112, 116, 339, 503, 462, 272]"
191,215,"[790, 510, 176, 144, 1, 413, 142, 559, 4, 157]"
192,217,"[16, 403, 353, 623, 111, 361, 469, 930, 483, 425]"
193,218,"[611, 469, 322, 553, 320, 678, 201, 10, 376, 640]"
194,219,"[344, 343, 359, 360, 392, 942, 76, 65, 540, 541]"
195,220,"[280, 508]"
196,221,"[364, 359, 392, 76, 748, 886, 248, 202, 167, 345]"
197,222,"[208, 495, 463, 486, 563, 66, 715, 302, 436, 380]"
198,224,"[85, 903, 630, 212, 251, 439, 459, 664, 795, 277]"
199,225,"[100, 8, 187, 670, 236, 266, 10, 6, 7, 130]"
200,226,"[304, 238, 108, 120, 378, 736, 252, 85, 733, 383]"
201,227,"[58, 161, 38, 645, 32, 2, 4, 835, 70, 463]"
202,228,"[321, 73, 451, 830, 573, 734, 520, 179, 222, 542]"
203,229,"[276, 55, 451, 181, 923, 452, 216, 220, 238, 354]"
204,230,"[17, 296, 474, 383, 298, 301, 67, 578, 328, 106]"
205,231,"[553, 835, 558, 23, 645, 144, 528, 604, 509, 766]"
206,232,"[375, 99, 208, 556, 410, 496, 788, 339, 705, 709]"
207,233,"[58, 24, 133, 489, 426, 376, 375, 98, 157, 624]"
208,234,"[458, 307, 723, 497, 259, 546, 248, 330, 756, 176]"
209,235,"[176, 776, 457, 883, 568, 409, 366, 816, 410, 376]"
210,236,"[57, 509, 544, 623, 592, 176, 882, 339, 655, 286]"
211,237,"[472, 969, 12, 973, 974, 623, 134, 224, 225, 226]"
212,239,"[645, 299, 185, 438, 520, 179, 222, 542, 321, 723]"
213,240,"[44, 299, 33, 19, 23, 477, 764, 504, 57, 822]"
214,242,"[237, 181, 4, 157, 32, 509, 556, 66, 357, 565]"
215,244,"[41, 608, 44, 648, 24, 20, 22, 23, 921, 690]"
216,245,"[100, 776, 337, 189, 543, 71, 701, 82, 801, 169]"
217,247,"[249, 503, 214, 699, 890, 534, 239, 483, 166, 238]"
218,248,"[176, 330, 559, 179, 400, 98, 126, 181, 485, 381]"
219,249,"[674, 279, 704, 558, 23, 516, 61, 102, 649, 972]"
220,250,"[764, 676, 715, 559, 716, 516, 61, 102, 24, 20]"
221,252,"[152, 64, 67, 106, 445, 19, 174, 478, 540, 796]"
222,253,"[272, 623, 289, 178, 892, 426, 188, 63, 58, 180]"
223,255,"[85, 229, 294, 944, 177, 931, 64, 405, 769, 744]"
224,256,"[334, 61, 222, 294, 427, 429, 431, 1, 717, 63]"
225,257,"[554, 356, 782, 386, 899, 517, 655, 145, 285, 194]"
226,258,"[734, 621, 686, 223, 642, 914, 915, 725, 219, 576]"
227,260,"[290, 590, 534, 452, 564, 31, 537, 273, 334, 152]"
228,261,"[390, 334, 724, 789, 790, 350, 32, 2, 387, 5]"
229,262,"[576, 149, 574, 232, 233, 229, 231, 242, 245, 247]"
230,263,"[66, 539, 274, 690, 55, 19, 127, 169, 354, 839]"
231,264,"[462, 144, 137, 143, 636, 564, 633, 72, 386, 46]"
232,265,"[304, 524, 196, 796, 542, 860, 736, 108, 364, 501]"
233,267,"[364, 501, 157, 57, 795, 675, 238, 735, 315, 283]"
234,268,"[4, 74, 460, 526, 118, 475, 294, 333, 334, 335]"
235,269,"[419, 836, 54, 888, 732, 837, 133, 366, 883, 275]"
236,270,"[562, 344, 415, 571, 654, 649, 470, 392, 822, 80]"
237,271,"[602, 443, 93, 322, 470, 326, 890, 99, 176, 178]"
238,272,"[798, 675, 239, 32, 57, 208, 520, 179, 222, 543]"
239,273,"[157, 645, 798, 244, 668, 425, 906, 362, 269, 622]"
240,274,"[296, 488, 552, 663, 890, 859, 470, 326, 309, 128]"
241,275,"[483, 67, 384, 315, 299, 631, 474, 565, 774, 574]"
242,276,"[344, 318, 67, 35, 389, 936, 937, 715, 498, 61]"
243,277,[511]
244,278,"[815, 248, 633, 761, 207, 99, 932, 210, 418, 501]"
245,279,"[102, 761, 693, 564, 486, 176, 495, 469, 248, 353]"
246,280,"[137, 21, 690, 590, 504, 534, 44, 648, 767, 392]"
247,281,"[61, 605, 214, 23, 381, 97, 676, 482, 57, 307]"
248,282,"[388, 469, 119, 953, 410, 359, 76, 398, 979, 344]"
249,283,"[278, 157, 417, 63, 162, 156, 126, 736, 283, 669]"
250,284,"[590, 509, 365, 510, 694, 111, 229, 551, 648, 167]"
251,285,"[278, 417, 353, 724, 614, 615, 735, 762, 59, 165]"
252,287,"[947, 228, 132, 346, 348, 349, 287, 899, 36, 425]"
253,288,"[358, 463, 795, 61, 166, 721, 930, 42, 911, 11]"
254,289,"[633, 222, 48, 49, 50, 51, 752, 753, 754, 406]"
255,290,"[37, 511, 311, 20, 21, 22, 23, 400, 58, 399]"
256,291,"[110, 908, 886, 947, 550, 320, 153, 883, 868, 321]"
257,292,"[91, 667, 318, 543, 413, 71, 76, 64, 483, 123]"
258,293,"[820, 248, 171, 410, 144, 71, 17, 391, 807, 392]"
259,294,"[489, 156, 969, 940, 773, 142, 2, 271, 176, 788]"
260,295,"[454, 425, 128, 398, 367, 723, 947, 550, 730, 547]"
261,296,"[825, 227, 773, 345, 791, 398, 246, 234, 242, 247]"
262,297,"[294, 201, 949, 426, 58, 61, 32, 132, 638, 85]"
263,298,"[659, 111, 293, 137, 171, 44, 346, 222]"
264,299,"[309, 489, 469, 428, 104, 858, 861, 662, 833, 534]"
265,300,"[44, 157, 142, 590, 550, 553, 93, 8, 814, 139]"
266,301,"[676, 663, 277, 69, 557, 483, 307, 166, 674, 4]"
267,303,"[375, 24, 227, 813, 330, 795, 36, 320, 511, 822]"
268,304,"[765, 416, 668, 376, 71, 392, 568, 238, 495, 208]"
269,307,"[410, 590, 157, 679, 682, 372, 373, 134, 248, 592]"
270,308,"[346, 347, 348, 287, 134, 63, 503, 380, 5, 740]"
271,309,"[24, 20, 21, 23, 290, 547, 644, 838, 137, 14]"
272,310,"[495, 100, 458, 756, 673, 637, 51, 565, 572, 337]"
273,311,"[71, 164, 328, 363, 370, 371, 372, 373, 374, 459]"
274,313,"[663, 762, 174, 719, 928, 385, 554, 466, 499, 451]"
275,314,"[176, 758, 269, 744, 179, 563, 272, 729, 756, 546]"
276,315,"[494, 778, 768, 962, 878, 602, 762, 222, 187, 451]"
277,316,"[109, 220, 221, 222, 223, 642, 230, 914, 915, 725]"
278,317,"[792, 886, 207, 33, 455, 328, 301, 78, 441, 32]"
279,318,"[2, 166, 529, 623, 246, 317, 341, 135, 1, 3]"
280,319,"[58, 59, 676, 715, 124, 399, 74, 99, 101, 704]"
281,321,"[137, 152, 142, 649, 346, 590, 758, 141, 159, 143]"
282,322,"[414, 323, 244, 668, 655, 145, 747, 139, 304, 856]"
283,323,"[469, 2, 475, 189, 129, 185, 591, 719, 278, 333]"
284,324,"[210, 85, 907, 543, 793, 72, 604, 370, 303, 365]"
285,325,"[158, 11, 654, 304, 856, 600, 206, 646, 547, 403]"
286,326,"[707, 671, 944, 147, 128, 297, 822, 628, 470, 947]"
287,327,"[132, 63, 461, 176, 147, 496, 73, 130, 559, 57]"
288,328,"[132, 825, 969, 51, 928, 385, 554, 499, 894, 67]"
289,329,"[550, 112, 110, 321, 459, 509, 592, 207, 881, 763]"
290,330,"[297, 303, 631, 357, 477, 346, 605, 903, 125, 738]"
291,331,"[33, 287, 97, 3, 93, 94, 95, 332, 529, 83]"
292,333,"[152, 375, 261, 638, 175, 388, 872, 469, 953, 410]"
293,334,"[469, 724, 671, 19, 361, 246, 425, 4, 786, 526]"
294,335,"[792, 239, 796, 736, 108, 801, 473, 463, 161, 158]"
295,336,"[344, 274, 739, 980, 109, 219, 221, 222, 223, 105]"
296,337,"[504, 461, 171, 509, 346, 767, 609, 607, 144, 222]"
297,338,"[58, 503, 672, 623, 269, 116, 132, 320, 587, 413]"
298,339,"[33, 61, 283, 123, 939, 35, 578, 581, 126, 536]"
299,340,"[522, 820, 834, 83, 157, 56, 57, 53, 55, 381]"
300,341,"[329, 330, 332, 137, 138, 139, 140, 142, 143, 144]"
301,342,"[316, 106, 321, 592, 591, 577, 845, 120, 109, 220]"
302,343,"[244, 610, 643, 772, 773, 614, 747, 562, 309, 344]"
303,344,"[1, 451, 316, 646, 70, 736, 283, 276, 185, 438]"
304,346,"[177, 65, 66, 67, 68, 69, 256, 258, 260, 254]"
305,347,"[552, 536, 963, 453, 968, 153, 249, 322, 859, 470]"
306,348,"[99, 157, 64, 171, 456, 367, 631, 469, 390, 381]"
307,349,"[185, 438, 543, 586, 894, 895, 549, 1, 646, 70]"
308,350,"[366, 16, 724, 350, 786, 99, 523, 659, 112, 51]"
309,351,"[126, 405, 165, 551, 14, 61, 142, 143, 128, 160]"
310,352,"[484, 804, 73, 882, 254, 44, 67, 19, 41, 412]"
311,353,"[412, 782, 356, 286, 284, 551, 141, 656, 402, 346]"
312,354,"[97, 38, 117, 120, 121, 122, 123, 124, 61, 126]"
313,355,"[623, 63, 114, 309, 553, 41, 410, 534, 67, 463]"
314,356,"[57, 267, 44, 31, 704, 828, 716, 17, 570, 474]"
315,357,"[311, 165, 355, 581, 723, 829, 354, 180, 259, 157]"
316,358,"[110, 550, 321, 112, 881, 311, 545, 4, 968, 249]"
317,359,"[167, 574, 643, 909, 302, 656, 565, 736, 353, 483]"
318,360,"[278, 417, 762, 59, 165, 736, 283, 669, 197, 238]"
319,361,"[143, 138, 504, 243, 71, 648, 137, 229, 590, 688]"
320,362,"[302, 32, 2, 387, 5, 646, 361, 143, 785, 786]"
321,363,"[709, 362, 908, 497, 723, 244, 823, 252, 894, 903]"
322,364,"[763, 895, 184, 134, 560, 323, 356, 782, 67, 390]"
323,365,"[137, 142, 630, 564, 931, 267, 461, 316, 839, 138]"
324,366,"[266, 570, 701, 16, 475, 790, 623, 40, 41, 44]"
325,367,"[576, 420, 579, 230, 106, 304, 795, 353, 903, 4]"
326,368,"[413, 157, 117, 120, 160, 942, 503, 560, 758, 225]"
327,369,"[58, 835, 630, 124, 864, 772, 478, 425, 690, 595]"
328,370,"[177, 160, 758, 73, 42, 353, 410, 64, 99, 117]"
329,371,"[323, 239, 106, 149, 366, 363, 367, 792, 801, 473]"
330,372,"[316, 230, 123, 622, 474, 302, 823, 605, 591, 623]"
331,373,"[322, 861, 296, 488, 552, 663]"
332,374,"[463, 227, 439, 226, 246, 121, 416, 528, 124, 159]"
333,375,[]
334,376,"[451, 645, 589, 594, 919, 666, 763, 578, 900, 581]"
335,377,"[509, 384, 638, 210, 73, 480, 184, 51, 69, 425]"
336,378,"[337, 931, 749, 707, 832, 407, 907, 567, 382, 770]"
337,379,"[795, 688, 730, 341, 199, 321, 642, 106, 753, 316]"
338,380,"[104, 858, 644, 322, 470, 326, 890, 96, 97, 3]"
339,381,"[137, 704, 55, 365, 509, 510, 76, 77, 78, 79]"
340,382,"[63, 126, 462, 500, 73, 334, 426, 59, 60, 120]"
341,383,"[873, 874, 875, 886, 723, 550, 671, 907, 719, 224]"
342,385,"[623, 790, 622, 390, 576, 309, 188, 547, 690, 786]"
343,386,"[279, 674, 457, 82, 343, 177, 835, 323, 557, 212]"
344,387,"[543, 589, 594, 918, 919, 666, 763, 0, 1, 646]"
345,388,"[469, 838, 103, 475, 317, 246, 671, 562, 132, 349]"
346,389,"[280, 507, 463, 608, 131, 798, 767, 195, 197, 265]"
347,390,"[733, 642, 230, 136, 649, 592, 591, 477, 321, 128]"
348,392,"[675, 524, 758, 56, 53, 54, 55, 90, 604, 605]"
349,393,"[396, 98, 157, 24, 58, 37, 399, 688, 730, 731]"
350,396,"[16, 724, 900, 672, 838, 103, 475, 790, 911, 272]"
351,397,"[89, 18, 92, 90, 80, 318, 667, 414, 225, 809]"
352,398,"[556, 590, 63, 564, 833, 328, 474, 433, 459, 214]"
353,399,"[321, 1, 510, 3, 723, 110, 611, 764, 788, 145]"
354,400,"[635, 406, 71, 174, 409, 898, 795, 169, 47, 752]"
355,401,"[804, 161, 5, 600, 334, 856, 399, 2, 3, 4]"
356,402,[]
357,403,"[166, 781, 451, 59, 559, 99, 160, 132, 184, 32]"
358,404,"[390, 733, 639, 623, 398, 409, 152, 413, 120, 533]"
359,405,"[157, 581, 367, 550, 202, 291, 299, 347, 556, 176]"
360,407,"[384, 382, 383, 85, 80, 413, 318, 470, 474, 307]"
361,408,"[157, 2, 561, 413, 554, 560, 227, 181, 176, 61]"
362,409,"[197, 238, 144, 883, 472, 329, 425, 500, 366, 195]"
363,410,"[26, 63, 881, 723, 120, 758, 459, 475, 25, 27]"
364,411,"[798, 157, 145, 367, 147, 304, 501, 51, 359, 547]"
365,413,"[316, 410, 162, 470, 248, 407, 795, 439, 67, 381]"
366,414,[]
367,415,"[230, 4, 472, 509, 725, 914, 835, 619, 313, 314]"
368,416,"[67, 152, 65, 473, 276, 17, 303, 537, 197, 565]"
369,417,"[459, 63, 315, 737, 744, 712, 269, 557, 784, 348]"
370,418,"[130, 548, 38, 903, 72, 812, 57, 602, 63]"
371,419,"[503, 210, 61, 73, 132, 53, 134, 284, 958, 52]"
372,420,"[304, 364, 748, 796, 473, 269, 675, 238, 886, 137]"
373,422,"[271, 788, 4, 509, 176, 829, 413, 365, 359, 536]"
374,423,"[316, 534, 126, 543, 61, 642, 4, 723, 110, 676]"
375,424,"[4, 166, 112, 741, 106, 802, 451, 320, 73, 316]"
376,425,"[119, 410, 123, 731, 316, 307, 120, 678, 322, 108]"
377,426,"[534, 795, 833, 296, 488, 662, 663, 322, 859, 470]"
378,427,"[718, 285, 556, 129, 493, 824, 604, 797, 174, 145]"
379,428,"[474, 579, 90, 41, 42, 44, 45, 46, 21, 235]"
380,429,"[229, 724, 297, 789, 390, 624, 625, 370, 626, 407]"
381,431,"[436, 316, 101, 470, 610, 761, 66, 704, 320, 568]"
