,customer_id,recommendation
58,69,"[555, 160, 365, 653, 625, 628, 640, 130, 16, 604]"
59,70,"[38, 403, 846, 159, 162, 619, 852, 538, 164, 260]"
60,71,"[377, 713, 60, 85, 86, 87, 420, 518, 562, 436]"
61,72,"[531, 434, 372, 111, 319, 465, 719, 687, 566, 606]"
62,75,"[521, 778, 27, 461, 186, 165, 951, 763, 318, 535]"
63,76,"[83, 141, 807, 913, 438, 535, 27, 351, 768, 769]"
64,77,"[192, 32, 190, 302, 501, 602, 234, 50, 300, 765]"
65,78,"[192, 450, 18, 117, 249, 160, 105, 146, 628, 764]"
66,79,"[501, 858, 675, 241, 204, 532, 334, 66, 67, 840]"
67,80,"[719, 336, 687, 531, 566, 606, 512, 769, 479, 715]"
68,81,"[240, 761, 45, 149, 245, 686, 615, 35, 389, 398]"
69,82,"[718, 416, 457, 458, 260, 462, 41, 682, 810, 847]"
70,84,"[747, 325, 44, 194, 96, 622, 555, 321, 145, 164]"
71,85,"[624, 520, 569, 391, 766, 47, 185, 88, 514, 164]"
72,86,"[141, 761, 355, 552, 85, 384, 569, 520, 3, 79]"
73,87,"[474, 410, 141, 575, 503, 122, 454, 416, 325, 846]"
74,88,"[177, 782, 228, 747, 176, 762, 294, 129, 698, 240]"
75,89,"[849, 821, 502, 935, 193, 386, 837, 102, 615, 105]"
76,91,"[537, 523, 306, 505, 856, 854, 855, 416, 303, 304]"
77,93,"[688, 185, 196, 141, 206, 687, 551, 536, 661, 766]"
78,94,"[52, 604, 354, 594, 167, 778, 788, 49, 234, 172]"
79,95,"[682, 948, 949, 671, 681, 433, 222, 223, 410, 302]"
80,96,"[382, 581, 275, 793, 573, 57, 1, 434, 747, 142]"
81,97,"[50, 217, 219, 220, 221, 233, 491, 204, 111, 336]"
82,98,"[339, 71, 443, 179, 726, 203, 108, 431, 819, 309]"
83,99,"[108, 684, 117, 351, 472, 483, 429, 486, 252, 673]"
84,100,"[548, 564, 223, 547, 549, 517, 550, 551, 552, 459]"
85,101,"[514, 546, 655, 186, 520, 335, 180, 87, 729, 731]"
86,102,"[47, 141, 144, 185, 661, 761, 766, 111, 376, 378]"
87,103,"[132, 316, 681, 152, 155, 235, 137, 488, 14, 914]"
88,104,"[243, 244, 341, 663, 602, 768, 321, 39, 531, 884]"
89,105,"[239, 2, 319, 539, 763, 65, 52, 127, 280, 759]"
90,106,"[488, 489, 228, 173, 490, 746, 97, 866, 548, 325]"
91,107,"[419, 456, 855, 343, 506, 891, 449, 450, 451, 452]"
92,108,"[761, 249, 386, 180, 117, 149, 937, 437, 394, 512]"
93,109,"[103, 513, 105, 38, 672, 211, 809, 60, 544, 141]"
94,110,"[21, 37, 136, 9, 270, 81, 380, 132, 460, 461]"
95,111,"[358, 111, 137, 807, 808, 10, 50, 310, 930, 162]"
96,112,"[299, 75, 4, 617, 618, 429, 908, 709, 662, 292]"
97,113,"[141, 224, 225, 226, 227, 228, 229, 203, 15, 256]"
98,114,"[126, 789, 124, 584, 368, 302, 588, 537, 514, 806]"
99,115,"[6, 744, 32, 34, 141, 735, 165, 542, 320, 615]"
100,116,"[384, 729, 38, 2, 562, 354, 674, 84, 347, 42]"
101,117,"[130, 132, 135, 673, 39, 816, 205, 495, 192, 288]"
102,118,"[200, 257, 768, 20, 585, 566, 670, 275, 139, 459]"
103,119,"[623, 205, 568, 370, 366, 858, 675, 621, 622, 720]"
104,120,"[431, 230, 232, 233, 234, 236, 237, 295, 298, 120]"
105,123,"[185, 413, 117, 304, 173, 523, 49, 38, 416, 220]"
106,124,"[450, 653, 26, 854, 857, 684, 585, 674, 272, 91]"
107,125,"[578, 806, 432, 723, 404, 820, 821, 822, 382, 672]"
108,126,"[672, 912, 845, 634, 449, 727, 728, 729, 731, 197]"
109,127,"[443, 687, 130, 311, 444, 446, 447, 122, 127, 501]"
110,128,"[258, 588, 262, 376, 718, 462, 91, 302, 759, 169]"
111,129,"[37, 9, 270, 81, 468, 21, 380, 130, 131, 132]"
112,130,"[381, 176, 145, 522, 78, 754, 452, 340, 567, 184]"
113,131,"[384, 514, 640, 330, 795, 794, 619, 164, 666, 717]"
114,135,"[513, 50, 135, 223, 322, 324, 697, 444, 436, 139]"
115,136,"[344, 491, 606, 546, 684, 527, 183, 633, 58, 953]"
116,137,"[601, 358, 382, 331, 937, 307, 921, 731, 477, 260]"
117,138,"[662, 663, 514, 741, 782, 119, 406, 887, 888, 189]"
118,139,[108]
119,140,"[346, 26, 170, 124, 194, 160, 277, 545, 197, 358]"
120,142,"[91, 275, 260, 588, 262, 15, 108, 416, 128, 193]"
121,143,"[547, 548, 517, 549, 551, 552, 459, 497, 222, 531]"
122,144,"[410, 466, 169, 396, 129, 715, 716, 717, 706, 450]"
123,145,"[830, 952, 164, 515, 460, 351, 344, 640, 18, 717]"
124,146,"[84, 85, 60, 87, 578, 931, 932, 933, 162, 677]"
125,147,"[604, 419, 420, 422, 423, 53, 346, 768, 769, 355]"
126,148,"[586, 728, 729, 512, 614, 42, 300, 722, 370, 723]"
127,149,"[198, 124, 222, 307, 477, 192, 234, 366, 91, 465]"
128,150,"[32, 566, 421, 96, 104, 277, 16, 18, 34, 463]"
129,152,"[662, 410, 416, 720, 241, 850, 696, 128, 892, 655]"
130,153,"[351, 514, 741, 782, 119, 406, 887, 888, 189, 172]"
131,154,"[68, 370, 105, 245, 686, 238, 688, 291, 853, 176]"
132,155,"[880, 282, 130]"
133,156,"[103, 483, 486, 269, 494, 809, 60, 292, 490, 351]"
134,157,"[429, 438, 289, 483, 27, 4, 110, 269, 494, 81]"
135,158,"[357, 91, 601, 130, 188, 190, 341, 833, 189, 747]"
136,159,"[205, 176, 4, 860, 328, 749, 533, 568, 859, 120]"
137,163,"[384, 889, 890, 692, 8, 9, 6, 7, 434, 339]"
138,164,"[52, 183, 50, 51, 53, 56, 160, 331, 332, 365]"
139,165,"[416, 294, 384, 700, 509, 298, 144, 69, 567, 48]"
140,166,"[510, 450, 113, 477, 38, 186, 672, 405, 645, 257]"
141,167,"[91, 104, 26, 681, 909, 580, 581, 688, 107, 399]"
142,170,"[513, 563, 84, 153, 151, 152, 155, 156, 674, 111]"
143,171,"[156, 355, 807, 913, 438, 535, 152, 24, 460, 347]"
144,172,"[559, 16, 223, 217, 32, 783, 514, 57, 509, 461]"
145,173,"[18, 65, 632, 33, 15, 193, 12, 763, 454, 507]"
146,174,"[105, 450, 851, 542, 791, 288, 322, 291, 329, 330]"
147,175,"[454, 546, 11, 285, 452, 441, 283, 281, 770, 771]"
148,176,"[255, 423, 818, 130, 528, 474, 91, 222, 141, 285]"
149,177,"[384, 655, 200, 91, 299, 47, 128, 892, 129, 650]"
150,178,"[454, 111, 211, 529, 692, 279, 99, 68, 806, 268]"
151,179,"[351, 29, 30, 355, 807, 913, 438, 535, 640, 641]"
152,181,"[563, 186, 204, 160, 429, 730, 676, 518, 393, 394]"
153,182,"[111, 292, 126, 275, 482, 158, 562, 451, 103, 708]"
154,184,"[749, 760, 759, 909, 463, 498, 755, 382, 224, 752]"
155,185,"[567, 184, 400, 122, 69, 791, 801, 700, 629, 24]"
156,186,"[160, 102, 26, 275, 111, 331, 332, 653, 625, 628]"
157,187,"[103, 436, 238, 566, 576, 357, 306, 435, 438, 440]"
158,190,"[291, 853, 415, 137, 463, 310, 250, 635, 124, 384]"
159,191,"[664, 899, 900, 455, 47, 51, 404, 27, 281, 704]"
160,192,"[738, 183, 192, 736, 2, 369, 241, 737, 739, 59]"
161,193,"[153, 58, 59, 60, 267, 689, 691, 345, 575, 581]"
162,194,"[450, 615, 872, 812, 588, 605, 497, 85, 950, 919]"
163,195,"[505, 249, 414, 514, 806, 537, 882, 229, 933, 9]"
164,197,"[761, 205, 239, 175, 177, 241, 84, 373, 866, 16]"
165,198,"[124, 236, 198, 302, 501, 602, 130, 450, 440, 110]"
166,199,"[60, 85, 86, 87, 420, 518, 562, 436, 730, 828]"
167,202,"[514, 290, 239, 410, 590, 615, 411, 741, 782, 119]"
168,203,"[376, 568, 674, 158, 111, 130, 16, 561, 564, 222]"
169,205,"[90, 44, 5, 217, 257, 546, 582, 595, 596, 597]"
170,206,"[101, 701, 179, 521, 339, 411, 284, 185, 71, 736]"
171,208,"[186, 85, 90, 582, 545, 655, 452, 441, 555, 349]"
172,209,"[57, 84, 175, 44, 622, 146, 18, 19, 58, 59]"
173,211,"[205, 241, 621, 623, 44, 614, 68, 177, 178, 174]"
174,213,"[506, 714, 354, 282, 183, 520, 268, 512, 509, 89]"
175,214,"[382, 697, 727, 779, 183, 728, 90, 534, 411, 284]"
176,215,"[1, 4, 382, 512, 509, 141, 450, 584, 257, 785]"
177,217,"[408, 937, 96, 1, 358, 296, 260, 343, 434, 319]"
178,218,"[401, 101, 422, 652, 369, 883, 884, 793, 386, 423]"
179,219,"[300, 348, 113, 326, 51, 299, 482, 275, 679, 648]"
180,220,[]
181,221,"[348, 317, 151, 213, 180, 748, 301, 694, 165, 778]"
182,222,"[186, 184, 50, 382, 731, 451, 664, 744, 449, 357]"
183,224,"[531, 548, 320, 450, 747, 96, 905, 683, 397, 575]"
184,225,"[203, 172, 175, 229, 8, 10, 6, 7, 744, 786]"
185,226,"[502, 109, 676, 176, 16, 15, 268, 274, 285, 554]"
186,227,"[735, 185, 145, 747, 745, 342, 153, 384, 268, 44]"
187,228,"[280, 91, 680, 533, 909, 463, 466, 410, 302, 224]"
188,229,"[238, 165, 141, 45, 411, 205, 416, 210, 32, 175]"
189,230,"[378, 258, 262, 553, 410, 215, 379, 374, 375, 41]"
190,231,"[735, 1, 408, 294, 47, 499, 758, 152, 283, 31]"
191,232,"[775, 186, 357, 653, 295, 365, 450, 776, 777, 778]"
192,233,"[141, 384, 200, 49, 421, 167, 83, 416, 514, 552]"
193,234,"[222, 321, 454, 410, 752, 466, 426, 105, 706, 449]"
194,235,"[842, 729, 457, 364, 518, 160, 353, 359, 298, 765]"
195,236,"[160, 387, 936, 840, 568, 248, 601, 44, 222, 555]"
196,237,"[426, 682, 948, 949, 671, 424, 91, 354, 748, 301]"
197,239,"[681, 280, 588, 130, 585, 602, 501, 90, 96, 315]"
198,240,"[57, 312, 20, 411, 189, 153, 454, 514, 792, 508]"
199,242,"[5, 225, 146, 1, 4, 515, 204, 467, 52, 239]"
200,244,"[32, 129, 559, 17, 19, 729, 582, 33, 34, 384]"
201,245,"[177, 238, 239, 411, 695, 176, 178, 174, 744, 173]"
202,247,"[192, 119, 205, 138, 214, 505, 517, 782, 131, 130]"
203,248,"[653, 426, 127, 539, 830, 32, 466, 467, 324, 664]"
204,249,"[241, 47, 87, 621, 622, 650, 20, 508, 355, 807]"
205,250,"[665, 438, 623, 47, 87, 520, 42, 428, 782, 783]"
206,252,"[137, 275, 105, 153, 325, 427, 428, 429, 430, 431]"
207,253,"[185, 294, 847, 560, 284, 558, 559, 384, 514, 164]"
208,255,"[198, 189, 71, 908, 190, 702, 50, 300, 255, 185]"
209,256,"[1, 10, 584, 666, 299, 255, 416, 661, 864, 738]"
210,257,"[290, 880, 130, 247, 291, 292, 126, 520, 506, 312]"
211,258,"[197, 684, 566, 183, 633, 58, 953, 199, 265, 528]"
212,260,"[386, 514, 257, 544, 132, 55, 117, 382, 307, 148]"
213,261,"[320, 128, 2, 740, 741, 5, 264, 743, 744, 165]"
214,263,"[42, 52, 222, 356, 300, 104, 491, 112, 624, 625]"
215,264,[]
216,265,"[241, 176, 621, 623, 816, 134, 495, 132, 202, 203]"
217,267,"[245, 238, 615, 396, 410, 588, 673, 684, 108, 685]"
218,268,[]
219,269,"[57, 59, 60, 376, 41, 682, 847, 649, 621, 653]"
220,270,"[110, 249, 450, 449, 454, 32, 65, 64, 63, 1]"
221,271,"[423, 656, 849, 691, 281, 285, 354, 873, 874, 53]"
222,272,"[622, 132, 524, 526, 202, 203, 204, 173, 206, 238]"
223,273,"[141, 382, 209, 864, 321, 738, 802, 73, 143, 144]"
224,274,"[423, 815, 656, 849, 691, 285, 257, 386, 484, 139]"
225,275,"[576, 428, 342, 319, 307, 148, 308, 586, 867, 263]"
226,276,"[145, 200, 381, 257, 325, 474, 239, 466, 669, 137]"
227,277,"[488, 468]"
228,278,"[222, 433, 279, 771, 50, 220, 837, 424, 416, 458]"
229,279,"[513, 563, 87, 639, 111, 57, 377, 713, 205, 60]"
230,280,"[539, 461, 512, 18, 717, 122, 653, 761, 83, 85]"
231,281,"[449, 47, 545, 82, 44, 372, 108, 438, 623, 87]"
232,282,[]
233,283,"[240, 141, 373, 146, 477, 48, 47, 142, 245, 686]"
234,284,"[602, 410, 91, 759, 193, 194, 195, 94, 130, 357]"
235,285,"[240, 373, 687, 169, 93, 217, 614, 415, 761, 45]"
236,287,"[362, 908, 912, 911, 465, 602, 188, 189, 190, 191]"
237,288,"[416, 145, 752, 47, 213, 764, 657, 272, 776, 893]"
238,289,"[450, 357, 592, 113, 275, 180, 501, 213, 857, 26]"
239,290,"[468, 37, 136, 9, 270, 81, 380, 97, 866, 548]"
240,292,"[614, 50, 68, 160, 368, 366, 415, 615, 219, 220]"
241,293,"[776, 213, 156, 155, 146, 365, 354, 348, 460, 775]"
242,294,"[2, 364, 443, 159, 773, 71, 522, 907, 750, 319]"
243,295,"[382, 801, 629, 25, 323, 427, 758, 680, 498, 755]"
244,296,"[335, 146, 319, 160, 161, 55, 157, 158, 503, 772]"
245,297,"[47, 216, 206, 386, 255, 88, 795, 619, 71, 376]"
246,298,"[196, 302, 254]"
247,299,"[386, 268, 821, 818, 267, 89, 814, 778, 788, 274]"
248,300,"[830, 209, 461, 127, 17, 18, 394, 413, 682, 69]"
249,301,"[623, 701, 239, 621, 622, 368, 204, 532, 334, 608]"
250,303,"[290, 777, 778, 672, 138, 827, 279, 129, 228, 175]"
251,304,"[2, 1, 4, 513, 514, 515, 516, 449, 454, 517]"
252,307,"[122, 539, 331, 332, 365, 625, 628, 119, 510, 213]"
253,308,"[5, 304, 305, 249, 303, 335, 521, 474, 71, 672]"
254,309,"[17, 18, 642, 402, 24, 122, 795, 446, 257, 546]"
255,310,"[515, 727, 449, 184, 717, 582, 348, 454, 546, 728]"
256,311,"[416, 329, 217, 614, 615, 107, 636, 399, 289, 290]"
257,313,"[875, 876, 877, 588, 538, 410, 543, 249, 413, 448]"
258,314,"[167, 696, 160, 513, 174, 234, 213, 163, 124, 710]"
259,315,"[731, 84, 172, 449, 9, 228, 760, 681, 186, 349]"
260,316,"[194, 195, 196, 94, 674, 870, 871, 199, 585, 201]"
261,317,"[749, 845, 185, 382, 24, 26, 22, 23, 339, 682]"
262,318,"[486, 211, 438, 111, 482, 484, 485, 454, 487, 365]"
263,319,"[109, 48, 45, 438, 623, 650, 20, 508, 84, 85]"
264,321,"[105, 126, 601, 7, 137, 581, 765, 326, 776, 436]"
265,322,"[370, 366, 241, 204, 532, 334, 613, 77, 879, 277]"
266,323,"[680, 621, 622, 204, 323, 382, 114, 681, 792, 438]"
267,324,"[239, 324, 280, 759, 2, 58, 71, 237, 32, 122]"
268,325,"[142, 802, 325, 600, 265, 817, 381, 320, 432, 144]"
269,326,"[189, 304, 908, 132, 454, 778, 423, 188, 190, 191]"
270,327,"[160, 505, 566, 450, 189, 115, 454, 480, 810, 38]"
271,329,"[771, 365, 449, 186, 634, 736, 211, 4, 448, 382]"
272,330,"[576, 898, 105, 106, 111, 203, 431, 434, 819, 309]"
273,331,"[3, 79, 80, 82, 83, 292, 486, 103, 211, 351]"
274,333,"[352, 129, 611, 613, 403, 220, 355, 807, 913, 438]"
275,334,"[111, 241, 483, 294, 342, 325, 381, 617, 618, 211]"
276,335,"[749, 142, 427, 758, 416, 145, 163, 402, 472, 355]"
277,337,"[560, 50, 18, 222, 240, 645, 331, 717, 122, 830]"
278,338,"[173, 536, 419, 420, 421, 423, 53, 346, 230, 232]"
279,339,"[524, 134, 35, 36, 37, 902, 522, 13, 206, 279]"
280,340,"[480, 58, 260, 718, 462, 122, 69, 791, 185, 794]"
281,341,"[547, 548, 517, 549, 550, 551, 552, 459, 497, 222]"
282,342,"[210, 91, 275, 541, 105, 200, 201, 198, 194, 195]"
283,343,"[128, 122, 123, 125, 126, 127, 137, 463, 310, 250]"
284,344,"[96, 681, 275, 705, 611, 707, 361, 410, 715, 738]"
285,346,"[51, 555, 299, 301, 52, 53, 54, 56, 807, 808]"
286,347,"[413, 504, 138, 942, 214, 649, 621, 653, 119, 58]"
287,348,"[326, 521, 346, 165, 348, 317, 99, 347, 141, 113]"
288,349,"[856, 414, 855, 169, 396, 275, 539, 589, 590, 553]"
289,350,"[605, 325, 381, 382, 94, 307, 507, 97, 418, 551]"
290,351,"[501, 213, 905, 212, 285, 65, 356, 198, 360, 149]"
291,352,"[26, 649, 370, 366, 858, 675, 75, 76, 78, 15]"
292,353,"[312, 616, 325, 288, 132, 289, 715, 520, 506, 735]"
293,354,"[583, 523, 811, 812, 813, 171, 62, 289, 513, 675]"
294,355,"[474, 99, 696, 411, 49, 234, 172, 383, 581, 277]"
295,356,"[310, 32, 40, 153, 193, 253, 386, 41, 43, 44]"
296,357,"[240, 785, 175, 60, 85, 159, 222, 551, 686, 149]"
297,358,"[272, 4, 942, 789, 214, 776, 118, 237, 270, 912]"
298,359,"[586, 867, 263, 203, 431, 434, 819, 309, 673, 684]"
299,360,"[240, 373, 761, 45, 149, 245, 686, 615, 35, 389]"
300,361,"[717, 175, 411, 299, 573, 575, 454, 715, 716, 588]"
301,363,"[184, 186, 624, 625, 10, 71, 185, 434, 339, 443]"
302,364,"[450, 454, 510, 856, 414, 854, 520, 312, 282, 735]"
303,365,"[251, 575, 893, 13, 416, 296, 528, 400, 20, 661]"
304,366,"[408, 747, 204, 429, 568, 923, 683, 785, 340, 630]"
305,367,"[192, 465, 944, 336, 528, 372, 58, 44, 243, 244]"
306,368,"[47, 102, 105, 108, 192, 216, 615, 302, 457, 586]"
307,369,"[575, 351, 30, 690, 267, 691, 108, 29, 48, 45]"
308,370,"[454, 365, 42, 222, 152, 614, 26, 84, 258, 154]"
309,371,"[282, 749, 134, 91, 427, 758, 189, 788, 908, 460]"
310,372,"[179, 454, 555, 513, 729, 71, 185, 199, 568, 111]"
311,373,"[584, 609, 610, 502]"
312,374,"[357, 765, 575, 683, 397, 551, 423, 815, 656, 849]"
313,375,[]
314,377,"[325, 55, 342, 382, 364, 73, 59, 143, 434, 785]"
315,378,"[188, 189, 190, 191, 304, 833, 834, 835, 865, 362]"
316,379,"[91, 680, 533, 760, 759, 224, 752, 426, 502, 137]"
317,380,"[89, 814, 423, 656, 849, 691, 281, 285]"
318,381,"[33, 18, 34, 64, 65, 62, 63, 466, 467, 324]"
319,382,"[457, 388, 111, 391, 294, 666, 415, 88, 386, 569]"
320,383,"[192, 833, 834, 835, 672, 545, 634, 845, 303, 305]"
321,385,"[185, 381, 555, 145, 320, 750, 216, 526, 39, 71]"
322,386,"[701, 739, 299, 190, 170, 394, 325, 846, 159, 176]"
323,387,"[875, 876, 877, 854, 538, 543, 589, 590, 93, 686]"
324,388,"[325, 512, 143, 186, 88, 794, 795, 449, 454, 337]"
325,389,"[242, 343, 602, 416, 129, 290, 228, 842, 175, 177]"
326,390,"[26, 124, 105, 280, 539, 486, 857, 354, 748, 301]"
327,392,"[382, 276, 217, 42, 622, 710, 268, 274, 415, 615]"
328,393,"[103, 352, 486, 640, 641, 642, 643, 644, 461, 244]"
329,397,[]
330,398,"[91, 288, 122, 514, 459, 462, 463, 156, 642, 211]"
331,399,"[467, 194, 5, 255, 785, 382, 290, 771, 516, 237]"
332,400,"[822, 200, 705, 706, 707, 361, 192, 865, 788, 517]"
333,401,"[145, 5, 249, 294, 382, 681, 759, 2, 4, 416]"
334,402,[]
335,403,"[83, 144, 150, 149, 384, 145, 194, 509, 73, 520]"
336,404,"[49, 234, 172, 383, 419, 420, 421, 423, 53, 346]"
337,405,"[199, 527, 531, 822, 584, 382, 265, 529, 530, 91]"
338,407,"[342, 183, 150, 71, 319, 186, 624, 625, 10, 889]"
339,408,"[293, 7, 425, 682, 296, 297, 294, 681, 457, 729]"
340,409,"[205, 232, 842, 2, 723, 757, 831, 129, 175, 177]"
341,410,"[275, 277, 325, 105, 429, 8, 9, 10, 7, 24]"
342,411,"[755, 120, 265, 458, 141, 405, 192, 288, 130, 132]"
343,413,"[146, 2, 818, 225, 21, 274, 276, 272, 275, 434]"
344,414,"[832, 196, 302]"
345,415,"[759, 199, 588, 450, 426, 463, 105, 26, 410, 98]"
346,416,"[238, 398, 330, 300, 684, 539, 222, 14, 332, 26]"
347,417,"[584, 274, 514, 67, 226, 461, 592, 52, 347, 96]"
348,418,"[768, 44, 49, 499, 115, 58, 861, 30]"
349,419,"[59, 40, 119, 246, 47, 283, 766, 321, 27, 29]"
350,420,"[533, 323, 700, 381, 145, 623, 681, 845, 427, 758]"
351,422,"[5, 466, 785, 324, 205, 514, 253, 186, 1, 4]"
352,423,"[505, 138, 200, 132, 198, 199, 104, 112, 492, 942]"
353,424,"[681, 239, 91, 760, 275, 194, 803, 319, 263, 232]"
354,425,"[201, 528, 276, 667, 98, 593, 662, 575, 892, 544]"
355,426,"[423, 752, 386, 340, 608, 609, 610, 584, 224, 681]"
356,427,"[158, 653, 554, 780, 754, 114, 447, 40, 217, 555]"
357,428,"[546, 449, 727, 729, 731, 736, 738, 739, 696, 701]"
358,429,"[568, 290, 258, 291, 329, 362, 569, 570, 571, 572]"
359,431,"[562, 627, 132, 239, 622, 238, 52, 518, 521, 57]"
360,432,"[640, 225, 645, 647, 454, 330, 560, 222, 515, 708]"
361,433,"[320, 145, 258, 130, 257, 176, 380, 94, 687, 384]"
362,434,"[188, 908, 584, 662, 892, 296, 190, 55, 198, 189]"
363,435,"[5, 514, 340, 102, 105, 289, 282, 412, 106, 776]"
364,436,"[762, 411, 716, 540]"
365,437,"[268, 369, 118, 183, 696, 150, 726, 37, 510, 521]"
366,438,"[761, 391, 163, 766, 472, 142, 165, 552, 85, 3]"
367,439,"[210, 194, 195, 196, 94, 674, 870, 871, 199, 585]"
368,441,"[505, 131, 132, 783, 672, 842, 827, 279, 649, 621]"
369,442,"[249, 789, 414, 18, 717, 230, 416, 394, 366, 410]"
370,444,"[546, 18, 514, 186, 349, 129, 715, 716, 588, 466]"
371,446,"[413, 414, 303, 304, 305, 306, 117, 1, 802, 745]"
372,447,"[594, 167, 16, 419, 420, 422, 423, 53, 346, 33]"
373,448,"[222, 424, 339, 568, 104, 429, 260, 71, 337, 338]"
374,449,"[785, 225, 159, 773, 71, 522, 907, 750, 319, 34]"
375,450,"[418, 687, 400, 662, 584, 129, 299, 573, 212, 285]"
376,451,"[791, 160, 542, 32, 24, 514, 127, 275, 684, 682]"
377,452,"[543, 16, 26, 562, 213, 105, 357, 655, 68, 604]"
378,453,"[192, 189, 190, 191, 768, 321, 39, 242, 531, 884]"
379,454,"[239, 406, 176, 178, 174, 9, 237, 575, 205, 238]"
380,455,"[199, 265, 527, 528, 530, 531, 91, 544, 672, 4]"
381,456,"[289, 921, 555, 184, 509, 104, 129, 466, 291, 507]"
382,457,"[283, 520, 282, 506, 312, 99, 37, 521, 734, 337]"
383,458,"[406, 762, 540, 716, 941, 520, 650, 42, 428, 783]"
384,459,"[269, 58, 77, 486, 197, 209, 672, 117, 494, 912]"
385,460,"[782, 0, 466, 129, 715, 588, 717, 578, 611, 362]"
386,461,"[188, 551, 137, 197, 527, 684, 260, 71, 337, 338]"
