,customer_id,custom
110,122,"user_id =122的会员的每次购物平均消费金额为:126, 每次购物所购买平均商品数量为:11"
111,123,"user_id =123的会员的每次购物平均消费金额为:317, 每次购物所购买平均商品数量为:13"
112,124,"user_id =124的会员的每次购物平均消费金额为:162, 每次购物所购买平均商品数量为:7"
113,125,"user_id =125的会员的每次购物平均消费金额为:29, 每次购物所购买平均商品数量为:1"
114,126,"user_id =126的会员的每次购物平均消费金额为:51, 每次购物所购买平均商品数量为:3"
115,127,"user_id =127的会员的每次购物平均消费金额为:115, 每次购物所购买平均商品数量为:9"
116,128,"user_id =128的会员的每次购物平均消费金额为:460, 每次购物所购买平均商品数量为:8"
117,129,"user_id =129的会员的每次购物平均消费金额为:138, 每次购物所购买平均商品数量为:2"
118,130,"user_id =130的会员的每次购物平均消费金额为:128, 每次购物所购买平均商品数量为:9"
119,131,"user_id =131的会员的每次购物平均消费金额为:93, 每次购物所购买平均商品数量为:6"
120,132,"user_id =132的会员的每次购物平均消费金额为:278, 每次购物所购买平均商品数量为:15"
121,133,"user_id =133的会员的每次购物平均消费金额为:1224, 每次购物所购买平均商品数量为:13"
122,134,"user_id =134的会员的每次购物平均消费金额为:550, 每次购物所购买平均商品数量为:4"
123,135,"user_id =135的会员的每次购物平均消费金额为:285, 每次购物所购买平均商品数量为:8"
124,136,"user_id =136的会员的每次购物平均消费金额为:442, 每次购物所购买平均商品数量为:12"
125,137,"user_id =137的会员的每次购物平均消费金额为:143, 每次购物所购买平均商品数量为:6"
126,138,"user_id =138的会员的每次购物平均消费金额为:87, 每次购物所购买平均商品数量为:4"
127,139,"user_id =139的会员的每次购物平均消费金额为:41, 每次购物所购买平均商品数量为:4"
128,140,"user_id =140的会员的每次购物平均消费金额为:310, 每次购物所购买平均商品数量为:9"
129,141,"user_id =141的会员的每次购物平均消费金额为:414, 每次购物所购买平均商品数量为:14"
130,142,"user_id =142的会员的每次购物平均消费金额为:188, 每次购物所购买平均商品数量为:9"
131,143,"user_id =143的会员的每次购物平均消费金额为:417, 每次购物所购买平均商品数量为:8"
132,144,"user_id =144的会员的每次购物平均消费金额为:211, 每次购物所购买平均商品数量为:9"
133,145,"user_id =145的会员的每次购物平均消费金额为:212, 每次购物所购买平均商品数量为:9"
134,146,"user_id =146的会员的每次购物平均消费金额为:582, 每次购物所购买平均商品数量为:8"
135,147,"user_id =147的会员的每次购物平均消费金额为:98, 每次购物所购买平均商品数量为:3"
136,148,"user_id =148的会员的每次购物平均消费金额为:271, 每次购物所购买平均商品数量为:8"
137,149,"user_id =149的会员的每次购物平均消费金额为:152, 每次购物所购买平均商品数量为:10"
138,150,"user_id =150的会员的每次购物平均消费金额为:860, 每次购物所购买平均商品数量为:10"
139,152,"user_id =152的会员的每次购物平均消费金额为:245, 每次购物所购买平均商品数量为:9"
140,153,"user_id =153的会员的每次购物平均消费金额为:119, 每次购物所购买平均商品数量为:8"
141,154,"user_id =154的会员的每次购物平均消费金额为:109, 每次购物所购买平均商品数量为:11"
142,155,"user_id =155的会员的每次购物平均消费金额为:63, 每次购物所购买平均商品数量为:6"
143,156,"user_id =156的会员的每次购物平均消费金额为:107, 每次购物所购买平均商品数量为:9"
144,157,"user_id =157的会员的每次购物平均消费金额为:78, 每次购物所购买平均商品数量为:4"
145,158,"user_id =158的会员的每次购物平均消费金额为:146, 每次购物所购买平均商品数量为:9"
146,159,"user_id =159的会员的每次购物平均消费金额为:774, 每次购物所购买平均商品数量为:7"
147,160,"user_id =160的会员的每次购物平均消费金额为:15, 每次购物所购买平均商品数量为:1"
148,161,"user_id =161的会员的每次购物平均消费金额为:61, 每次购物所购买平均商品数量为:4"
149,163,"user_id =163的会员的每次购物平均消费金额为:112, 每次购物所购买平均商品数量为:11"
150,164,"user_id =164的会员的每次购物平均消费金额为:65, 每次购物所购买平均商品数量为:6"
151,165,"user_id =165的会员的每次购物平均消费金额为:245, 每次购物所购买平均商品数量为:6"
152,166,"user_id =166的会员的每次购物平均消费金额为:1261, 每次购物所购买平均商品数量为:6"
153,167,"user_id =167的会员的每次购物平均消费金额为:136, 每次购物所购买平均商品数量为:7"
154,169,"user_id =169的会员的每次购物平均消费金额为:35, 每次购物所购买平均商品数量为:5"
155,170,"user_id =170的会员的每次购物平均消费金额为:172, 每次购物所购买平均商品数量为:6"
156,171,"user_id =171的会员的每次购物平均消费金额为:820, 每次购物所购买平均商品数量为:13"
157,172,"user_id =172的会员的每次购物平均消费金额为:164, 每次购物所购买平均商品数量为:10"
158,173,"user_id =173的会员的每次购物平均消费金额为:494, 每次购物所购买平均商品数量为:8"
159,174,"user_id =174的会员的每次购物平均消费金额为:296, 每次购物所购买平均商品数量为:12"
160,175,"user_id =175的会员的每次购物平均消费金额为:175, 每次购物所购买平均商品数量为:10"
161,176,"user_id =176的会员的每次购物平均消费金额为:217, 每次购物所购买平均商品数量为:8"
162,177,"user_id =177的会员的每次购物平均消费金额为:610, 每次购物所购买平均商品数量为:11"
163,178,"user_id =178的会员的每次购物平均消费金额为:354, 每次购物所购买平均商品数量为:13"
164,179,"user_id =179的会员的每次购物平均消费金额为:17, 每次购物所购买平均商品数量为:1"
165,181,"user_id =181的会员的每次购物平均消费金额为:749, 每次购物所购买平均商品数量为:6"
166,182,"user_id =182的会员的每次购物平均消费金额为:246, 每次购物所购买平均商品数量为:8"
167,184,"user_id =184的会员的每次购物平均消费金额为:273, 每次购物所购买平均商品数量为:6"
168,185,"user_id =185的会员的每次购物平均消费金额为:36, 每次购物所购买平均商品数量为:6"
169,186,"user_id =186的会员的每次购物平均消费金额为:125, 每次购物所购买平均商品数量为:3"
170,187,"user_id =187的会员的每次购物平均消费金额为:908, 每次购物所购买平均商品数量为:13"
171,190,"user_id =190的会员的每次购物平均消费金额为:221, 每次购物所购买平均商品数量为:11"
172,191,"user_id =191的会员的每次购物平均消费金额为:380, 每次购物所购买平均商品数量为:9"
173,192,"user_id =192的会员的每次购物平均消费金额为:571, 每次购物所购买平均商品数量为:13"
174,193,"user_id =193的会员的每次购物平均消费金额为:156, 每次购物所购买平均商品数量为:6"
175,194,"user_id =194的会员的每次购物平均消费金额为:270, 每次购物所购买平均商品数量为:11"
176,195,"user_id =195的会员的每次购物平均消费金额为:23, 每次购物所购买平均商品数量为:3"
177,197,"user_id =197的会员的每次购物平均消费金额为:422, 每次购物所购买平均商品数量为:9"
178,198,"user_id =198的会员的每次购物平均消费金额为:152, 每次购物所购买平均商品数量为:9"
179,199,"user_id =199的会员的每次购物平均消费金额为:868, 每次购物所购买平均商品数量为:6"
180,201,"user_id =201的会员的每次购物平均消费金额为:293, 每次购物所购买平均商品数量为:11"
181,202,"user_id =202的会员的每次购物平均消费金额为:179, 每次购物所购买平均商品数量为:7"
182,203,"user_id =203的会员的每次购物平均消费金额为:184, 每次购物所购买平均商品数量为:9"
183,205,"user_id =205的会员的每次购物平均消费金额为:237, 每次购物所购买平均商品数量为:7"
184,206,"user_id =206的会员的每次购物平均消费金额为:116, 每次购物所购买平均商品数量为:7"
185,207,"user_id =207的会员的每次购物平均消费金额为:1143, 每次购物所购买平均商品数量为:12"
186,208,"user_id =208的会员的每次购物平均消费金额为:385, 每次购物所购买平均商品数量为:8"
187,209,"user_id =209的会员的每次购物平均消费金额为:179, 每次购物所购买平均商品数量为:10"
188,211,"user_id =211的会员的每次购物平均消费金额为:25, 每次购物所购买平均商品数量为:2"
189,213,"user_id =213的会员的每次购物平均消费金额为:329, 每次购物所购买平均商品数量为:13"
190,214,"user_id =214的会员的每次购物平均消费金额为:373, 每次购物所购买平均商品数量为:6"
191,215,"user_id =215的会员的每次购物平均消费金额为:201, 每次购物所购买平均商品数量为:9"
192,217,"user_id =217的会员的每次购物平均消费金额为:405, 每次购物所购买平均商品数量为:8"
193,218,"user_id =218的会员的每次购物平均消费金额为:56, 每次购物所购买平均商品数量为:4"
194,219,"user_id =219的会员的每次购物平均消费金额为:910, 每次购物所购买平均商品数量为:11"
195,220,"user_id =220的会员的每次购物平均消费金额为:72, 每次购物所购买平均商品数量为:3"
196,221,"user_id =221的会员的每次购物平均消费金额为:677, 每次购物所购买平均商品数量为:8"
197,222,"user_id =222的会员的每次购物平均消费金额为:416, 每次购物所购买平均商品数量为:11"
198,224,"user_id =224的会员的每次购物平均消费金额为:117, 每次购物所购买平均商品数量为:6"
199,225,"user_id =225的会员的每次购物平均消费金额为:315, 每次购物所购买平均商品数量为:4"
200,226,"user_id =226的会员的每次购物平均消费金额为:306, 每次购物所购买平均商品数量为:9"
201,227,"user_id =227的会员的每次购物平均消费金额为:392, 每次购物所购买平均商品数量为:12"
202,228,"user_id =228的会员的每次购物平均消费金额为:342, 每次购物所购买平均商品数量为:7"
203,229,"user_id =229的会员的每次购物平均消费金额为:589, 每次购物所购买平均商品数量为:10"
204,230,"user_id =230的会员的每次购物平均消费金额为:539, 每次购物所购买平均商品数量为:7"
205,231,"user_id =231的会员的每次购物平均消费金额为:64, 每次购物所购买平均商品数量为:1"
206,232,"user_id =232的会员的每次购物平均消费金额为:271, 每次购物所购买平均商品数量为:14"
207,233,"user_id =233的会员的每次购物平均消费金额为:124, 每次购物所购买平均商品数量为:10"
208,234,"user_id =234的会员的每次购物平均消费金额为:294, 每次购物所购买平均商品数量为:7"
209,235,"user_id =235的会员的每次购物平均消费金额为:356, 每次购物所购买平均商品数量为:9"
210,236,"user_id =236的会员的每次购物平均消费金额为:335, 每次购物所购买平均商品数量为:10"
211,237,"user_id =237的会员的每次购物平均消费金额为:415, 每次购物所购买平均商品数量为:8"
212,239,"user_id =239的会员的每次购物平均消费金额为:185, 每次购物所购买平均商品数量为:6"
213,240,"user_id =240的会员的每次购物平均消费金额为:314, 每次购物所购买平均商品数量为:9"
214,242,"user_id =242的会员的每次购物平均消费金额为:115, 每次购物所购买平均商品数量为:7"
215,244,"user_id =244的会员的每次购物平均消费金额为:154, 每次购物所购买平均商品数量为:6"
216,245,"user_id =245的会员的每次购物平均消费金额为:108, 每次购物所购买平均商品数量为:4"
217,247,"user_id =247的会员的每次购物平均消费金额为:235, 每次购物所购买平均商品数量为:11"
218,248,"user_id =248的会员的每次购物平均消费金额为:73, 每次购物所购买平均商品数量为:8"
219,249,"user_id =249的会员的每次购物平均消费金额为:342, 每次购物所购买平均商品数量为:7"
220,250,"user_id =250的会员的每次购物平均消费金额为:180, 每次购物所购买平均商品数量为:7"
221,252,"user_id =252的会员的每次购物平均消费金额为:169, 每次购物所购买平均商品数量为:3"
222,253,"user_id =253的会员的每次购物平均消费金额为:122, 每次购物所购买平均商品数量为:7"
223,255,"user_id =255的会员的每次购物平均消费金额为:96, 每次购物所购买平均商品数量为:9"
224,256,"user_id =256的会员的每次购物平均消费金额为:485, 每次购物所购买平均商品数量为:8"
225,257,"user_id =257的会员的每次购物平均消费金额为:104, 每次购物所购买平均商品数量为:7"
226,258,"user_id =258的会员的每次购物平均消费金额为:283, 每次购物所购买平均商品数量为:7"
227,260,"user_id =260的会员的每次购物平均消费金额为:289, 每次购物所购买平均商品数量为:7"
228,261,"user_id =261的会员的每次购物平均消费金额为:176, 每次购物所购买平均商品数量为:3"
229,262,"user_id =262的会员的每次购物平均消费金额为:9, 每次购物所购买平均商品数量为:2"
230,263,"user_id =263的会员的每次购物平均消费金额为:154, 每次购物所购买平均商品数量为:5"
231,264,"user_id =264的会员的每次购物平均消费金额为:217, 每次购物所购买平均商品数量为:11"
232,265,"user_id =265的会员的每次购物平均消费金额为:44, 每次购物所购买平均商品数量为:4"
233,267,"user_id =267的会员的每次购物平均消费金额为:197, 每次购物所购买平均商品数量为:5"
234,268,"user_id =268的会员的每次购物平均消费金额为:4, 每次购物所购买平均商品数量为:1"
235,269,"user_id =269的会员的每次购物平均消费金额为:593, 每次购物所购买平均商品数量为:11"
236,270,"user_id =270的会员的每次购物平均消费金额为:406, 每次购物所购买平均商品数量为:8"
237,271,"user_id =271的会员的每次购物平均消费金额为:69, 每次购物所购买平均商品数量为:4"
238,272,"user_id =272的会员的每次购物平均消费金额为:345, 每次购物所购买平均商品数量为:7"
239,273,"user_id =273的会员的每次购物平均消费金额为:227, 每次购物所购买平均商品数量为:10"
240,274,"user_id =274的会员的每次购物平均消费金额为:137, 每次购物所购买平均商品数量为:5"
241,275,"user_id =275的会员的每次购物平均消费金额为:127, 每次购物所购买平均商品数量为:7"
242,276,"user_id =276的会员的每次购物平均消费金额为:210, 每次购物所购买平均商品数量为:10"
243,277,"user_id =277的会员的每次购物平均消费金额为:296, 每次购物所购买平均商品数量为:4"
244,278,"user_id =278的会员的每次购物平均消费金额为:404, 每次购物所购买平均商品数量为:9"
245,279,"user_id =279的会员的每次购物平均消费金额为:275, 每次购物所购买平均商品数量为:6"
246,280,"user_id =280的会员的每次购物平均消费金额为:227, 每次购物所购买平均商品数量为:11"
247,281,"user_id =281的会员的每次购物平均消费金额为:531, 每次购物所购买平均商品数量为:7"
248,282,"user_id =282的会员的每次购物平均消费金额为:5, 每次购物所购买平均商品数量为:3"
249,283,"user_id =283的会员的每次购物平均消费金额为:83, 每次购物所购买平均商品数量为:5"
250,284,"user_id =284的会员的每次购物平均消费金额为:469, 每次购物所购买平均商品数量为:7"
251,285,"user_id =285的会员的每次购物平均消费金额为:1118, 每次购物所购买平均商品数量为:10"
252,287,"user_id =287的会员的每次购物平均消费金额为:595, 每次购物所购买平均商品数量为:17"
253,288,"user_id =288的会员的每次购物平均消费金额为:936, 每次购物所购买平均商品数量为:9"
254,289,"user_id =289的会员的每次购物平均消费金额为:256, 每次购物所购买平均商品数量为:7"
255,290,"user_id =290的会员的每次购物平均消费金额为:86, 每次购物所购买平均商品数量为:3"
256,291,"user_id =291的会员的每次购物平均消费金额为:46, 每次购物所购买平均商品数量为:7"
257,292,"user_id =292的会员的每次购物平均消费金额为:130, 每次购物所购买平均商品数量为:7"
258,293,"user_id =293的会员的每次购物平均消费金额为:167, 每次购物所购买平均商品数量为:7"
259,294,"user_id =294的会员的每次购物平均消费金额为:158, 每次购物所购买平均商品数量为:7"
260,295,"user_id =295的会员的每次购物平均消费金额为:16, 每次购物所购买平均商品数量为:2"
261,296,"user_id =296的会员的每次购物平均消费金额为:300, 每次购物所购买平均商品数量为:10"
262,297,"user_id =297的会员的每次购物平均消费金额为:88, 每次购物所购买平均商品数量为:10"
263,298,"user_id =298的会员的每次购物平均消费金额为:140, 每次购物所购买平均商品数量为:6"
264,299,"user_id =299的会员的每次购物平均消费金额为:131, 每次购物所购买平均商品数量为:9"
265,300,"user_id =300的会员的每次购物平均消费金额为:76, 每次购物所购买平均商品数量为:7"
266,301,"user_id =301的会员的每次购物平均消费金额为:548, 每次购物所购买平均商品数量为:8"
267,303,"user_id =303的会员的每次购物平均消费金额为:123, 每次购物所购买平均商品数量为:9"
268,304,"user_id =304的会员的每次购物平均消费金额为:163, 每次购物所购买平均商品数量为:12"
269,307,"user_id =307的会员的每次购物平均消费金额为:233, 每次购物所购买平均商品数量为:7"
270,308,"user_id =308的会员的每次购物平均消费金额为:228, 每次购物所购买平均商品数量为:6"
271,309,"user_id =309的会员的每次购物平均消费金额为:422, 每次购物所购买平均商品数量为:8"
272,310,"user_id =310的会员的每次购物平均消费金额为:163, 每次购物所购买平均商品数量为:6"
273,311,"user_id =311的会员的每次购物平均消费金额为:285, 每次购物所购买平均商品数量为:8"
274,313,"user_id =313的会员的每次购物平均消费金额为:560, 每次购物所购买平均商品数量为:12"
275,314,"user_id =314的会员的每次购物平均消费金额为:221, 每次购物所购买平均商品数量为:11"
276,315,"user_id =315的会员的每次购物平均消费金额为:142, 每次购物所购买平均商品数量为:5"
277,316,"user_id =316的会员的每次购物平均消费金额为:241, 每次购物所购买平均商品数量为:6"
278,317,"user_id =317的会员的每次购物平均消费金额为:73, 每次购物所购买平均商品数量为:10"
279,318,"user_id =318的会员的每次购物平均消费金额为:140, 每次购物所购买平均商品数量为:9"
280,319,"user_id =319的会员的每次购物平均消费金额为:236, 每次购物所购买平均商品数量为:6"
281,321,"user_id =321的会员的每次购物平均消费金额为:365, 每次购物所购买平均商品数量为:11"
282,322,"user_id =322的会员的每次购物平均消费金额为:404, 每次购物所购买平均商品数量为:6"
283,323,"user_id =323的会员的每次购物平均消费金额为:474, 每次购物所购买平均商品数量为:14"
284,324,"user_id =324的会员的每次购物平均消费金额为:429, 每次购物所购买平均商品数量为:10"
285,325,"user_id =325的会员的每次购物平均消费金额为:309, 每次购物所购买平均商品数量为:5"
286,326,"user_id =326的会员的每次购物平均消费金额为:733, 每次购物所购买平均商品数量为:11"
287,327,"user_id =327的会员的每次购物平均消费金额为:148, 每次购物所购买平均商品数量为:4"
288,328,"user_id =328的会员的每次购物平均消费金额为:430, 每次购物所购买平均商品数量为:9"
289,329,"user_id =329的会员的每次购物平均消费金额为:452, 每次购物所购买平均商品数量为:12"
290,330,"user_id =330的会员的每次购物平均消费金额为:187, 每次购物所购买平均商品数量为:9"
291,331,"user_id =331的会员的每次购物平均消费金额为:121, 每次购物所购买平均商品数量为:10"
292,333,"user_id =333的会员的每次购物平均消费金额为:543, 每次购物所购买平均商品数量为:7"
293,334,"user_id =334的会员的每次购物平均消费金额为:335, 每次购物所购买平均商品数量为:7"
294,335,"user_id =335的会员的每次购物平均消费金额为:304, 每次购物所购买平均商品数量为:9"
295,336,"user_id =336的会员的每次购物平均消费金额为:50, 每次购物所购买平均商品数量为:3"
296,337,"user_id =337的会员的每次购物平均消费金额为:337, 每次购物所购买平均商品数量为:12"
