,customer_id,recommendation
102,114,"[0, 4, 22, 13, 5, 17, 7, 59, 52, 19]"
103,115,"[1, 29, 18, 5, 22, 14, 19, 64, 35, 26]"
104,116,"[2, 22, 13, 14, 18, 7, 35, 45, 26, 64]"
105,117,"[0, 2, 4, 22, 14, 13, 7, 5, 18, 64]"
106,118,"[0, 20, 22, 26, 13, 18, 5, 19, 45, 35]"
107,119,"[0, 1, 4, 29, 13, 2, 20, 14, 35, 19]"
108,120,"[1, 0, 4, 13, 29, 14, 2, 26, 59, 18]"
109,121,"[1, 0, 20, 2, 17, 8, 4, 74, 18, 63]"
110,122,"[20, 2, 0, 4, 13, 22, 29, 7, 14, 59]"
111,123,"[0, 2, 20, 4, 14, 13, 7, 26, 5, 35]"
112,124,"[20, 29, 2, 4, 13, 22, 14, 18, 17, 43]"
113,125,"[1, 60, 40, 13, 59, 35, 0, 2, 5, 46]"
114,126,"[1, 0, 4, 29, 20, 22, 2, 26, 18, 9]"
115,127,"[1, 0, 4, 13, 22, 5, 17, 7, 81, 44]"
116,128,"[1, 20, 4, 2, 13, 29, 18, 17, 14, 33]"
117,129,"[44, 0, 66, 14, 13, 29, 20, 18, 59, 9]"
118,130,"[20, 2, 29, 13, 22, 14, 17, 7, 59, 18]"
119,131,"[20, 4, 2, 29, 22, 26, 13, 18, 7, 17]"
120,132,"[1, 20, 2, 0, 22, 35, 19, 7, 45, 18]"
121,133,"[1, 20, 0, 29, 2, 22, 13, 19, 45, 35]"
122,134,"[1, 69, 20, 17, 2, 51, 29, 23, 35, 61]"
123,135,"[20, 0, 29, 4, 26, 14, 13, 7, 18, 81]"
124,136,"[1, 20, 0, 29, 2, 22, 14, 17, 45, 13]"
125,137,"[0, 4, 22, 29, 13, 14, 5, 7, 18, 17]"
126,138,"[0, 20, 29, 2, 22, 13, 4, 26, 14, 7]"
127,139,"[1, 0, 20, 4, 18, 29, 26, 5, 14, 17]"
128,140,"[1, 4, 18, 14, 22, 5, 26, 61, 33, 64]"
129,141,"[0, 20, 22, 2, 13, 29, 4, 14, 17, 7]"
130,142,"[29, 13, 18, 26, 7, 5, 33, 35, 45, 61]"
131,143,[]
132,144,"[20, 0, 29, 14, 4, 7, 26, 13, 2, 17]"
133,145,"[1, 2, 4, 29, 22, 13, 17, 18, 5, 33]"
134,146,"[1, 20, 0, 29, 14, 2, 82, 22, 18, 59]"
135,147,"[2, 20, 1, 0, 29, 17, 13, 21, 43, 22]"
136,148,"[4, 2, 13, 18, 26, 17, 5, 3, 33, 64]"
137,149,"[0, 20, 2, 29, 13, 22, 26, 19, 14, 18]"
138,150,"[1, 0, 22, 13, 14, 5, 18, 35, 19, 61]"
139,152,"[1, 29, 2, 22, 45, 20, 0, 19, 14, 35]"
140,153,"[1, 2, 29, 4, 22, 13, 26, 35, 61, 33]"
141,154,"[1, 0, 20, 4, 29, 14, 13, 18, 26, 5]"
142,155,"[1, 20, 0, 29, 4, 14, 13, 5, 18, 22]"
143,156,"[1, 20, 29, 13, 14, 18, 17, 22, 33, 19]"
144,157,"[1, 0, 20, 29, 4, 14, 18, 17, 22, 5]"
145,158,"[0, 2, 22, 29, 14, 19, 17, 7, 18, 64]"
146,159,"[1, 0, 2, 20, 18, 4, 22, 35, 17, 8]"
147,160,[]
148,161,"[1, 0, 2, 29, 20, 45, 19, 22, 35, 13]"
149,163,"[1, 20, 29, 17, 2, 13, 22, 14, 45, 33]"
150,164,"[1, 4, 29, 13, 14, 18, 5, 17, 22, 26]"
151,165,"[0, 20, 2, 13, 7, 26, 18, 19, 35, 45]"
152,166,"[20, 29, 13, 14, 22, 17, 26, 5, 7, 35]"
153,167,"[1, 0, 2, 22, 13, 4, 29, 5, 18, 74]"
154,169,"[1, 29, 0, 20, 4, 26, 5, 13, 18, 14]"
155,170,"[0, 20, 13, 4, 29, 22, 14, 18, 5, 7]"
156,171,"[0, 4, 29, 2, 14, 13, 26, 17, 74, 18]"
157,172,"[20, 2, 4, 29, 22, 13, 18, 14, 31, 26]"
158,173,"[4, 29, 14, 22, 18, 17, 26, 5, 7, 8]"
159,174,"[1, 0, 20, 18, 4, 13, 2, 17, 29, 46]"
160,175,"[20, 4, 2, 18, 22, 13, 14, 26, 5, 43]"
161,176,"[1, 0, 2, 4, 14, 22, 5, 13, 17, 75]"
162,177,"[20, 2, 13, 14, 17, 26, 5, 19, 43, 3]"
163,178,"[20, 2, 29, 17, 14, 26, 18, 7, 35, 19]"
164,179,"[1, 20, 14, 0, 29, 4, 7, 26, 17, 13]"
165,181,"[20, 0, 29, 4, 17, 26, 18, 14, 22, 5]"
166,182,"[0, 22, 14, 18, 26, 7, 17, 74, 19, 63]"
167,184,"[1, 20, 14, 29, 4, 17, 13, 18, 2, 33]"
168,185,"[1, 20, 4, 29, 5, 13, 18, 14, 17, 74]"
169,186,"[1, 0, 2, 4, 22, 13, 29, 14, 18, 64]"
170,187,"[1, 0, 4, 2, 14, 18, 29, 5, 74, 61]"
171,190,"[1, 20, 2, 4, 18, 17, 29, 33, 14, 8]"
172,191,"[1, 4, 29, 2, 22, 13, 18, 14, 64, 43]"
173,192,"[4, 29, 14, 17, 64, 21, 33, 31, 59, 63]"
174,193,"[1, 20, 0, 4, 29, 14, 5, 18, 13, 22]"
175,194,"[1, 0, 22, 2, 4, 20, 14, 5, 17, 7]"
176,195,[]
177,197,"[1, 0, 20, 4, 22, 14, 13, 18, 5, 7]"
178,198,"[29, 13, 14, 26, 18, 17, 7, 5, 45, 33]"
179,199,"[1, 0, 29, 4, 20, 18, 26, 22, 13, 5]"
180,201,"[1, 20, 29, 0, 26, 4, 17, 2, 13, 18]"
181,202,"[1, 20, 2, 4, 29, 14, 18, 59, 17, 22]"
182,203,"[22, 13, 18, 5, 7, 17, 45, 59, 19, 64]"
183,205,"[2, 14, 13, 7, 17, 18, 26, 5, 45, 33]"
184,206,"[1, 0, 4, 29, 2, 18, 13, 26, 17, 64]"
185,207,"[1, 0, 2, 20, 4, 22, 7, 29, 35, 18]"
186,208,"[1, 29, 2, 22, 13, 18, 17, 19, 33, 64]"
187,209,"[0, 20, 4, 2, 29, 18, 26, 7, 74, 5]"
188,211,"[1, 20, 2, 74, 4, 0, 17, 8, 18, 63]"
189,213,"[2, 29, 13, 22, 14, 17, 5, 26, 19, 7]"
190,214,"[1, 20, 18, 4, 2, 29, 14, 19, 33, 31]"
191,215,"[0, 20, 4, 22, 18, 13, 26, 7, 74, 19]"
192,217,"[0, 29, 2, 13, 14, 26, 7, 64, 19, 59]"
193,218,"[1, 20, 2, 0, 4, 29, 14, 22, 59, 5]"
194,219,"[1, 0, 20, 2, 4, 29, 17, 14, 7, 18]"
195,220,"[1, 0, 29, 22, 41, 43, 4, 18, 3, 13]"
196,221,"[1, 20, 0, 2, 29, 19, 7, 17, 45, 14]"
197,222,"[1, 0, 20, 2, 29, 18, 35, 19, 5, 14]"
198,224,"[2, 20, 0, 22, 4, 13, 29, 14, 7, 59]"
199,225,"[1, 0, 2, 13, 22, 14, 4, 29, 18, 20]"
200,226,"[0, 29, 22, 18, 17, 5, 64, 45, 7, 68]"
201,227,"[0, 20, 29, 4, 18, 22, 17, 14, 26, 5]"
202,228,"[1, 0, 4, 29, 2, 13, 26, 18, 38, 17]"
203,229,"[20, 2, 4, 29, 22, 17, 14, 26, 63, 35]"
204,230,"[1, 4, 14, 2, 29, 13, 17, 18, 5, 33]"
205,231,"[32, 22, 20, 46, 5, 1, 0, 2, 31, 25]"
206,232,"[1, 20, 29, 2, 17, 13, 18, 7, 26, 33]"
207,233,"[1, 0, 2, 20, 29, 4, 18, 35, 22, 19]"
208,234,"[0, 20, 2, 4, 14, 13, 17, 26, 35, 31]"
209,235,"[2, 20, 4, 22, 13, 7, 17, 26, 33, 5]"
210,236,"[20, 2, 13, 22, 14, 18, 7, 19, 35, 26]"
211,237,"[0, 2, 4, 22, 29, 14, 7, 26, 5, 64]"
212,239,"[20, 2, 4, 0, 22, 26, 29, 7, 13, 18]"
213,240,"[1, 0, 20, 2, 14, 29, 18, 35, 45, 7]"
214,242,"[1, 20, 0, 4, 29, 18, 13, 14, 17, 22]"
215,244,"[1, 4, 2, 13, 29, 18, 14, 22, 33, 64]"
216,245,"[20, 0, 4, 22, 14, 26, 18, 13, 7, 5]"
217,247,"[0, 2, 29, 22, 13, 14, 26, 64, 7, 19]"
218,248,"[0, 1, 5, 4, 29, 20, 13, 17, 14, 26]"
219,249,"[1, 0, 2, 18, 4, 13, 35, 5, 20, 22]"
220,250,"[1, 2, 4, 29, 13, 14, 5, 18, 17, 22]"
221,252,"[20, 0, 4, 29, 2, 26, 7, 17, 18, 44]"
222,253,"[1, 0, 20, 29, 2, 22, 13, 17, 5, 19]"
223,255,"[1, 13, 14, 22, 17, 19, 26, 33, 64, 7]"
224,256,"[0, 2, 22, 4, 13, 14, 7, 59, 35, 68]"
225,257,"[1, 0, 2, 20, 4, 18, 22, 7, 17, 8]"
226,258,"[1, 0, 22, 18, 4, 2, 20, 26, 5, 14]"
227,260,"[20, 29, 2, 4, 13, 14, 17, 33, 7, 22]"
228,261,"[20, 0, 2, 29, 22, 4, 7, 26, 13, 14]"
229,262,"[1, 0, 2, 20, 22, 7, 18, 4, 5, 14]"
230,263,"[0, 4, 20, 29, 13, 2, 14, 18, 59, 69]"
231,264,"[2, 4, 22, 13, 14, 18, 17, 7, 26, 5]"
232,265,"[1, 4, 2, 29, 14, 18, 17, 5, 22, 33]"
233,267,"[0, 2, 29, 22, 13, 14, 7, 26, 35, 19]"
234,268,"[1, 20, 0, 19, 2, 45, 22, 29, 35, 13]"
235,269,"[2, 0, 20, 29, 14, 13, 22, 4, 7, 59]"
236,270,"[1, 20, 0, 14, 13, 17, 7, 26, 74, 45]"
237,271,"[0, 22, 29, 13, 20, 4, 2, 26, 14, 3]"
238,272,"[1, 4, 29, 2, 13, 5, 17, 14, 18, 22]"
239,273,"[0, 2, 14, 13, 7, 26, 5, 19, 64, 45]"
240,274,"[1, 0, 20, 22, 29, 19, 2, 45, 35, 13]"
241,275,"[2, 29, 13, 22, 14, 17, 7, 26, 18, 5]"
242,276,"[20, 4, 13, 18, 14, 22, 26, 7, 17, 21]"
243,277,"[1, 0, 2, 20, 22, 7, 18, 4, 5, 14]"
244,278,"[1, 0, 29, 22, 18, 17, 5, 26, 35, 63]"
245,279,"[13, 2, 29, 14, 22, 7, 17, 19, 18, 33]"
246,280,"[1, 4, 29, 2, 13, 18, 22, 17, 64, 5]"
247,281,"[1, 20, 4, 2, 18, 13, 26, 5, 7, 35]"
248,282,"[1, 29, 0, 20, 4, 26, 5, 13, 18, 14]"
249,283,"[1, 0, 4, 2, 22, 5, 14, 13, 18, 64]"
250,284,"[20, 0, 4, 29, 13, 26, 14, 22, 18, 7]"
251,285,"[0, 1, 20, 22, 2, 18, 14, 7, 4, 5]"
252,287,"[1, 20, 0, 4, 14, 7, 17, 2, 18, 26]"
253,288,"[20, 0, 4, 2, 13, 29, 7, 17, 18, 44]"
254,289,"[1, 0, 2, 29, 22, 20, 13, 5, 19, 17]"
255,290,"[1, 20, 2, 29, 13, 18, 17, 14, 45, 33]"
256,291,"[20, 2, 29, 4, 13, 22, 14, 17, 7, 26]"
257,292,"[1, 20, 2, 29, 13, 22, 18, 14, 17, 19]"
258,293,"[20, 2, 22, 13, 14, 18, 19, 5, 35, 26]"
259,294,"[1, 22, 4, 13, 0, 19, 18, 3, 35, 61]"
260,295,"[1, 0, 20, 4, 2, 14, 7, 17, 18, 26]"
261,296,"[1, 20, 18, 4, 2, 29, 22, 74, 61, 35]"
262,297,"[2, 20, 29, 4, 13, 14, 17, 22, 7, 26]"
263,298,"[1, 0, 2, 20, 4, 18, 22, 7, 5, 14]"
264,299,"[1, 0, 20, 22, 29, 19, 2, 5, 13, 14]"
265,300,"[1, 2, 29, 17, 5, 22, 14, 19, 74, 64]"
266,301,"[1, 0, 29, 13, 2, 14, 19, 45, 35, 64]"
267,303,"[29, 13, 14, 26, 18, 7, 17, 19, 35, 33]"
268,304,"[2, 0, 1, 20, 22, 4, 29, 43, 74, 18]"
269,307,"[1, 17, 4, 2, 20, 29, 14, 5, 8, 69]"
270,308,"[1, 20, 4, 29, 17, 18, 13, 2, 33, 14]"
271,309,"[1, 0, 2, 17, 29, 13, 22, 20, 4, 14]"
272,310,"[1, 20, 29, 4, 14, 18, 13, 2, 17, 33]"
273,311,"[29, 4, 13, 14, 22, 26, 18, 5, 7, 17]"
274,313,"[1, 0, 20, 2, 22, 18, 4, 26, 7, 5]"
275,314,"[20, 4, 29, 26, 7, 5, 63, 9, 33, 69]"
276,315,"[0, 1, 4, 2, 22, 20, 14, 13, 5, 29]"
277,316,"[20, 0, 4, 29, 22, 2, 13, 7, 26, 14]"
278,317,"[20, 0, 2, 4, 29, 14, 13, 7, 17, 59]"
279,318,"[1, 20, 2, 29, 17, 22, 13, 19, 14, 33]"
280,319,"[1, 20, 0, 2, 29, 17, 22, 4, 18, 5]"
281,321,"[0, 29, 18, 17, 7, 45, 74, 43, 19, 31]"
282,322,"[1, 0, 2, 4, 22, 29, 17, 18, 43, 14]"
283,323,"[1, 29, 13, 14, 22, 5, 17, 45, 64, 19]"
284,324,"[20, 29, 4, 2, 22, 14, 13, 7, 18, 17]"
285,325,"[0, 4, 22, 2, 14, 13, 7, 5, 26, 18]"
286,326,"[1, 0, 2, 4, 22, 5, 14, 13, 7, 18]"
287,327,"[1, 20, 29, 0, 4, 18, 26, 13, 14, 21]"
288,328,"[1, 0, 2, 20, 22, 7, 18, 4, 5, 14]"
289,329,"[20, 4, 29, 2, 13, 17, 14, 18, 7, 26]"
290,330,"[0, 2, 4, 13, 22, 29, 14, 26, 5, 7]"
291,331,"[1, 20, 2, 0, 22, 14, 4, 59, 7, 18]"
292,333,"[1, 20, 17, 2, 0, 18, 29, 4, 75, 69]"
293,334,"[20, 29, 4, 13, 26, 18, 17, 7, 5, 9]"
294,335,"[1, 0, 29, 22, 2, 20, 13, 45, 19, 26]"
295,336,"[1, 2, 20, 14, 22, 59, 0, 4, 29, 13]"
296,337,"[0, 2, 4, 29, 14, 17, 7, 5, 74, 18]"
297,338,"[1, 2, 4, 14, 22, 13, 5, 17, 33, 64]"
298,339,"[20, 2, 4, 29, 14, 13, 18, 17, 22, 7]"
299,340,"[20, 29, 0, 4, 26, 14, 13, 22, 18, 7]"
300,341,[]
301,342,"[0, 29, 4, 14, 13, 26, 22, 5, 7, 64]"
302,343,"[1, 0, 4, 2, 29, 14, 22, 13, 64, 5]"
303,344,"[0, 4, 29, 2, 14, 26, 7, 17, 5, 59]"
304,346,"[1, 20, 29, 4, 14, 17, 13, 18, 2, 33]"
305,347,"[1, 64, 20, 15, 11, 63, 4, 53, 0, 68]"
306,348,"[0, 4, 14, 22, 13, 5, 26, 18, 59, 55]"
307,349,"[20, 2, 4, 29, 22, 13, 17, 26, 7, 81]"
308,350,"[0, 20, 22, 13, 2, 4, 29, 26, 7, 18]"
309,351,"[0, 29, 2, 4, 14, 13, 7, 26, 5, 31]"
310,352,"[1, 0, 4, 2, 29, 13, 18, 61, 26, 19]"
311,353,"[20, 0, 2, 4, 14, 13, 7, 5, 18, 17]"
312,354,"[1, 20, 0, 29, 19, 2, 45, 22, 35, 13]"
313,355,"[1, 0, 2, 22, 29, 4, 18, 13, 45, 64]"
314,356,"[1, 20, 29, 18, 22, 17, 5, 45, 74, 59]"
315,357,"[0, 2, 4, 20, 22, 14, 7, 5, 26, 45]"
316,358,"[20, 2, 13, 22, 14, 18, 7, 17, 26, 19]"
317,359,"[1, 0, 4, 2, 29, 14, 22, 13, 64, 5]"
318,360,"[1, 0, 2, 20, 22, 7, 18, 4, 5, 14]"
319,361,"[0, 4, 14, 22, 26, 18, 5, 7, 17, 64]"
320,362,"[1, 20, 74, 22, 29, 5, 13, 2, 31, 4]"
321,363,"[1, 0, 4, 17, 2, 20, 14, 22, 29, 5]"
322,364,"[0, 20, 4, 29, 26, 5, 14, 22, 17, 18]"
323,365,"[0, 29, 2, 13, 22, 14, 26, 5, 19, 17]"
324,366,"[20, 0, 29, 13, 4, 7, 26, 14, 2, 17]"
325,367,"[0, 13, 14, 26, 5, 17, 18, 64, 19, 45]"
326,368,"[4, 22, 13, 18, 5, 17, 7, 68, 44, 64]"
327,369,"[1, 20, 29, 14, 2, 4, 13, 18, 17, 33]"
328,370,"[1, 0, 2, 20, 13, 22, 29, 19, 45, 5]"
329,371,"[4, 29, 2, 13, 14, 22, 18, 17, 26, 33]"
330,372,"[1, 4, 20, 13, 29, 2, 14, 43, 26, 35]"
331,373,"[4, 33, 75, 50, 38, 0, 78, 1, 46, 5]"
332,374,"[29, 2, 13, 14, 17, 7, 26, 5, 18, 35]"
333,375,[]
334,376,"[1, 2, 13, 20, 29, 22, 17, 48, 0, 26]"
335,377,"[0, 4, 22, 2, 13, 29, 14, 64, 7, 26]"
336,378,[]
337,379,"[20, 29, 0, 4, 13, 2, 7, 26, 14, 17]"
338,380,"[1, 20, 0, 2, 13, 7, 26, 18, 19, 5]"
339,381,"[20, 0, 2, 4, 29, 22, 7, 26, 14, 17]"
340,382,"[2, 4, 29, 13, 14, 22, 5, 7, 26, 35]"
341,383,"[20, 0, 2, 22, 7, 4, 14, 26, 13, 18]"
342,385,"[0, 2, 29, 22, 13, 26, 5, 17, 45, 7]"
343,386,"[20, 0, 29, 26, 14, 5, 7, 17, 18, 74]"
344,387,"[1, 20, 0, 22, 2, 4, 18, 17, 29, 26]"
345,388,"[1, 20, 2, 14, 18, 17, 13, 7, 45, 33]"
346,389,"[1, 4, 29, 20, 17, 14, 18, 13, 2, 33]"
347,390,"[0, 29, 4, 14, 22, 26, 17, 5, 7, 82]"
348,392,"[1, 20, 19, 0, 13, 2, 22, 29, 45, 35]"
349,393,"[1, 0, 29, 4, 13, 20, 18, 2, 35, 61]"
350,396,"[0, 1, 17, 2, 29, 13, 4, 14, 22, 5]"
351,397,"[1, 0, 2, 29, 13, 22, 19, 14, 64, 5]"
352,398,"[2, 4, 29, 22, 13, 18, 17, 26, 5, 7]"
353,399,"[20, 0, 14, 13, 7, 5, 19, 18, 17, 45]"
354,400,"[1, 29, 22, 17, 5, 26, 35, 63, 19, 33]"
355,401,"[20, 0, 2, 4, 29, 13, 7, 26, 14, 17]"
356,402,"[1, 20, 29, 4, 18, 13, 2, 17, 33, 14]"
357,403,"[4, 18, 14, 22, 26, 7, 19, 64, 74, 8]"
358,404,"[1, 0, 20, 4, 14, 5, 22, 17, 13, 26]"
359,405,"[0, 2, 4, 22, 14, 13, 18, 17, 64, 43]"
360,407,"[0, 4, 29, 14, 13, 5, 22, 26, 18, 17]"
361,408,"[2, 20, 29, 22, 18, 14, 19, 26, 45, 74]"
362,409,"[1, 0, 4, 29, 2, 13, 14, 17, 18, 5]"
363,410,"[20, 0, 2, 22, 29, 26, 19, 18, 7, 35]"
364,411,"[1, 4, 20, 2, 18, 29, 17, 22, 43, 33]"
365,413,"[0, 29, 13, 26, 17, 7, 18, 5, 19, 48]"
366,414,[]
367,415,"[1, 0, 29, 2, 14, 13, 7, 19, 21, 64]"
368,416,"[0, 4, 29, 2, 14, 13, 26, 7, 5, 17]"
369,417,"[20, 1, 0, 22, 13, 19, 2, 45, 29, 35]"
370,418,"[1, 2, 20, 0, 8, 29, 3, 34, 13, 52]"
371,419,"[20, 2, 29, 13, 14, 26, 22, 17, 7, 33]"
372,420,"[4, 2, 29, 13, 14, 22, 18, 17, 7, 26]"
373,422,"[1, 0, 20, 4, 29, 13, 18, 5, 7, 59]"
374,423,"[20, 0, 29, 26, 13, 22, 14, 18, 7, 81]"
375,424,"[1, 20, 2, 29, 13, 22, 14, 17, 18, 19]"
376,425,"[29, 13, 22, 14, 18, 17, 5, 26, 45, 7]"
377,426,"[1, 2, 0, 14, 20, 22, 7, 18, 4, 5]"
378,427,"[20, 0, 4, 18, 14, 22, 7, 13, 26, 17]"
379,428,"[0, 4, 29, 14, 13, 2, 7, 26, 5, 64]"
380,429,"[1, 0, 22, 2, 4, 29, 13, 18, 17, 14]"
381,431,"[1, 4, 17, 26, 64, 8, 43, 59, 21, 74]"
382,432,"[1, 20, 0, 2, 22, 29, 35, 5, 19, 45]"
