,customer_id,recommendation
39,48,"[725, 955, 173, 887, 819, 493, 574, 752, 645, 478]"
40,49,"[571, 92, 511, 862, 114, 712, 711, 516, 920, 466]"
41,50,"[202, 35, 389, 616, 175, 516, 757, 693, 695, 920]"
42,51,"[641, 643, 644, 774, 519, 894, 895, 642, 773, 359]"
43,53,"[286, 287, 914, 41, 30, 274, 547, 686, 268, 285]"
44,54,"[296, 303, 536, 305, 661, 534, 216, 537, 666, 143]"
45,55,"[324, 375, 697, 757, 296, 870, 944, 805, 806, 693]"
46,56,"[381, 570, 572, 567, 0, 406, 407, 409, 645, 901]"
47,57,"[740, 743, 741, 678, 528, 817, 896, 867, 654, 862]"
48,58,"[892, 667, 709, 908, 904, 823, 824, 927, 76, 78]"
49,59,"[106, 685, 40, 99, 931, 932, 934, 31, 658, 100]"
50,60,"[333, 329, 330, 332, 148, 322, 331, 853, 633, 288]"
51,61,"[744, 390, 392, 417, 298, 885, 702, 393, 235, 770]"
52,63,"[748, 475, 469, 470, 471, 473, 404, 899, 900, 820]"
53,64,"[922, 475, 6, 469, 470, 471, 473, 620, 602, 453]"
54,65,"[291, 333, 329, 330, 332, 620, 322, 331, 937, 746]"
55,66,"[445, 808, 636, 733, 903, 784, 722, 724, 645, 262]"
56,67,"[951, 301, 475, 73, 469, 470, 471, 473, 938, 659]"
57,68,"[708, 133, 135, 711, 712, 120, 860, 180, 187, 252]"
58,69,"[625, 628, 570, 572, 869, 308, 561, 292, 853, 571]"
59,70,"[519, 548, 852, 538, 517, 518, 522, 619, 348, 166]"
60,71,"[548, 713, 938, 597, 790, 313, 828, 894, 895, 54]"
61,72,"[363, 259, 719, 116, 954, 482, 70, 695, 74, 181]"
62,75,"[951, 318, 613, 577, 579, 689, 899, 900, 719, 519]"
63,76,"[807, 913, 594, 767, 388, 446, 768, 766, 438, 535]"
64,77,"[64, 869, 147, 888, 191, 129, 565, 587, 79, 651]"
65,78,"[336, 343, 764, 501, 705, 707, 950, 865, 570, 572]"
66,79,"[904, 500, 879, 532, 883, 863, 498, 501, 503, 635]"
67,80,"[950, 940, 933, 8, 813, 919, 106, 496, 753, 606]"
68,81,"[548, 240, 35, 389, 616, 686, 45, 146, 149]"
69,82,"[169, 713, 0, 202, 324, 870, 944, 697, 253, 393]"
70,84,"[733, 740, 743, 732, 17, 530, 407, 195, 100, 610]"
71,85,"[802, 767, 624, 569, 927, 35, 616, 940, 896, 654]"
72,86,"[863, 718, 720, 721, 378, 556, 82, 295, 235, 256]"
73,87,"[706, 869, 296, 899, 900, 51, 820, 872, 605, 551]"
74,88,"[169, 733, 888, 918, 101, 8, 129, 177, 202, 374]"
75,89,"[710, 935, 901, 102, 106, 753, 193, 14, 15, 821]"
76,91,"[537, 475, 505, 896, 654, 469, 470, 471, 473, 500]"
77,93,"[70, 74, 661, 195, 862, 475, 295, 298, 885, 551]"
78,94,"[891, 828, 350, 445, 456, 855, 883, 448, 518, 436]"
79,95,"[948, 949, 682, 433, 781, 725, 955, 285, 568, 896]"
80,96,"[793, 142, 252, 483, 577, 579, 603, 636, 607, 896]"
81,97,"[549, 219, 221, 233, 445, 218, 111, 823, 824, 425]"
82,98,"[819, 336, 343, 907, 862, 309, 726, 466, 0, 407]"
83,99,"[685, 857, 483, 452, 109, 828, 892, 863, 558, 947]"
84,100,"[549, 862, 223, 313, 733, 466, 803, 232, 618, 858]"
85,101,"[891, 419, 855, 80, 899, 900, 109, 121, 101, 395]"
86,102,"[914, 836, 838, 839, 631, 488, 318, 353, 298, 630]"
87,103,"[914, 488, 636, 235, 896, 549, 654, 641, 643, 644]"
88,104,"[620, 663, 619, 14, 341, 315, 96, 307, 602]"
89,105,"[869, 862, 330, 398, 208, 803, 232, 618, 858, 447]"
90,106,"[266, 271, 273, 278, 548, 8, 140, 82, 36, 719]"
91,107,"[456, 453, 891, 419, 452, 455, 855, 449, 451, 85]"
92,108,"[46, 947, 303, 722, 724, 484, 139, 660, 896, 654]"
93,109,"[668, 519, 595, 940, 323, 816, 716, 922, 184, 810]"
94,110,"[914, 548, 21, 460, 248, 316, 830, 132, 461, 24]"
95,111,"[558, 577, 579, 565, 930, 805, 806, 746, 102, 167]"
96,112,"[227, 574, 676, 170, 236, 581, 727, 158]"
97,113,"[475, 469, 470, 471, 473, 802, 134, 816, 476, 224]"
98,114,"[125, 896, 654, 123, 882, 537, 31, 152, 661, 30]"
99,115,"[863, 536, 456, 482, 816, 712, 711, 6, 8, 17]"
100,116,"[353, 904, 482, 184, 764, 298, 765, 206, 165, 479]"
101,117,"[495, 802, 140, 816, 903, 528, 131, 133, 135, 139]"
102,118,"[803, 670, 733, 139, 903, 524, 525, 953, 296, 918]"
103,119,"[777, 775, 651, 764, 879, 120, 860, 623, 708, 778]"
104,120,"[231, 232, 233, 234, 390, 392, 780, 120, 860, 843]"
105,123,"[863, 693, 695, 696, 147, 181, 182, 587, 882, 101]"
106,124,"[892, 46, 875, 876, 877, 854, 903, 811, 549, 527]"
107,125,[]
108,126,"[596, 599, 565, 670, 452, 80, 595, 598, 728, 35]"
109,127,"[447, 444, 433, 219, 221, 127, 311, 446, 424, 218]"
110,128,"[390, 392, 863, 336, 343, 501, 855, 216, 857, 393]"
111,129,"[140, 131, 133, 135, 139, 138, 270, 81, 468, 20]"
112,130,"[78, 452, 716, 780, 75, 453, 435, 442, 570, 572]"
113,131,"[869, 116, 954, 910, 693, 695, 286, 287, 696, 467]"
114,135,"[133, 135, 445, 139, 223, 322, 689, 671, 706, 693]"
115,136,"[953, 336, 633, 195, 527, 577, 579, 492, 670, 567]"
116,137,"[359, 79, 291, 333, 904, 181, 182, 186, 330, 332]"
117,138,"[888, 581, 741, 406, 793, 782, 189, 227, 493, 613]"
118,139,"[154, 874, 168, 327, 328, 873, 218, 108, 322, 155]"
119,140,"[501, 227, 574, 493, 350, 170, 719, 957, 831, 596]"
120,142,"[570, 572, 259, 262, 329, 381, 863, 82, 898, 867]"
121,143,"[549, 864, 547, 517, 459, 540, 445, 444, 552, 497]"
122,144,"[631, 740, 743, 693, 695, 706, 696, 875, 716, 876]"
123,145,"[952, 918, 460, 931, 932, 934, 667, 719, 350, 732]"
124,146,"[892, 931, 932, 934, 837, 841, 857, 161, 796, 272]"
125,147,"[767, 388, 446, 419, 420, 768, 769, 355, 766, 346]"
126,148,"[722, 724, 728, 577, 579, 817, 483, 809, 913, 610]"
127,149,"[881, 620, 247, 327, 619, 14, 315, 465, 879, 532]"
128,150,"[706, 577, 579, 430, 636, 869, 872, 395, 16, 393]"
129,152,"[850, 818, 596, 599, 380, 935, 561, 500, 725, 955]"
130,153,"[888, 350, 705, 707, 875, 876, 877, 854, 741, 406]"
131,154,"[901, 219, 221, 706, 811, 722, 724, 690, 645, 262]"
132,155,"[881, 35, 389, 880, 475, 240, 60, 601, 282, 545]"
133,156,"[862, 483, 466, 803, 232, 858, 447, 286, 287, 482]"
134,157,"[483, 207, 492, 482, 678, 150, 668, 435, 442, 70]"
135,158,"[100, 308, 867, 303, 852, 538, 794, 106, 753, 464]"
136,159,"[120, 860, 328, 532, 802, 933, 8, 813, 334, 229]"
137,163,"[802, 383, 445, 801, 767, 332, 384, 711, 712, 181]"
138,164,"[811, 907, 843, 844, 813, 451, 171, 812, 324, 773]"
139,165,"[923, 924, 879, 589, 70, 74, 836, 838, 839, 744]"
140,166,"[475, 918, 469, 470, 471, 473, 187, 799, 181, 182]"
141,167,"[808, 313, 577, 579, 430, 603, 607, 462, 459, 460]"
142,170,"[836, 838, 839, 938, 597, 790, 828, 837, 775, 54]"
143,171,"[869, 460, 774, 243, 402, 914, 270, 468, 899, 900]"
144,172,"[901, 262, 153, 217, 214, 641, 643, 644, 869, 556]"
145,173,"[777, 883, 500, 798, 359, 784, 775, 334, 764, 101]"
146,174,"[291, 333, 329, 330, 148, 322, 843, 844, 624, 482]"
147,175,"[452, 499, 408, 453, 286, 287, 843, 844, 11, 774]"
148,176,"[475, 482, 140, 469, 470, 471, 473, 253, 480, 483]"
149,177,"[910, 802, 397, 529, 530, 253, 624, 405, 199, 526]"
150,178,"[479, 483, 482, 280, 480, 252, 940, 805, 806, 820]"
151,179,"[641, 643, 644, 899, 900, 351, 642, 455, 28, 29]"
152,181,"[393, 718, 720, 378, 328, 871, 904, 549, 828, 577]"
153,182,"[931, 932, 934, 712, 711, 820, 760, 858, 701, 933]"
154,184,"[749, 120, 860, 498, 755, 774, 711, 712, 909, 760]"
155,185,"[899, 900, 296, 482, 336, 343, 452, 455, 80, 661]"
156,186,"[405, 482, 774, 918, 102, 262, 359, 107, 395, 396]"
157,187,"[435, 442, 274, 931, 932, 934, 436, 677, 933, 121]"
158,190,"[102, 109, 103, 104, 105, 108, 47, 111]"
159,191,"[899, 900, 455, 904, 266, 271, 273, 278, 561, 350]"
160,192,"[70, 74, 253, 76, 133, 135, 722, 724, 787, 883]"
161,193,"[896, 654, 833, 804, 872, 106, 207, 285, 519, 910]"
162,194,"[613, 363, 950, 352, 612, 338, 919, 403, 535, 220]"
163,195,"[505, 500, 8, 813, 537, 498, 882, 501, 503, 127]"
164,197,"[36, 384, 387, 247, 169, 733, 565, 670, 39, 388]"
165,198,"[168, 678, 777, 328, 435, 442, 181, 182, 889, 227]"
166,199,"[379, 374, 375, 378, 376, 548, 938, 597, 790, 313]"
167,202,"[888, 862, 479, 741, 406, 482, 922, 780, 803, 232]"
168,203,"[605, 390, 392, 850, 379, 395, 603, 607, 706, 462]"
169,205,"[596, 599, 595, 598, 693, 695, 168, 63, 696, 757]"
170,206,"[101, 693, 695, 439, 479, 78, 534, 697, 698, 699]"
171,208,"[452, 90, 440, 453, 658, 828, 863, 950, 596, 599]"
172,209,"[380, 528, 952, 445, 905, 313, 0, 259, 406, 409]"
173,211,"[621, 241, 623, 205]"
174,213,"[344, 100, 93, 798, 577, 579, 957, 831, 336, 343]"
175,214,"[697, 693, 695, 101, 78, 534, 698, 699, 702, 780]"
176,215,"[587, 888, 129, 125, 951, 863, 589, 693, 695, 696]"
177,217,"[937, 740, 743, 947, 350, 620, 308, 336, 343, 296]"
178,218,[]
179,219,"[318, 348, 781, 693, 695, 874, 951, 350, 696, 299]"
180,220,[465]
181,221,"[348, 798, 874, 748, 951, 350, 363, 213, 923, 924]"
182,222,"[722, 724, 327, 62, 64, 711, 712, 777, 678, 296]"
183,224,"[907, 417, 72, 484, 139, 476, 773, 397, 194, 522]"
184,225,"[203, 8, 224, 227, 663, 202, 206, 225, 163, 229]"
185,226,"[286, 287, 102, 896, 654, 274, 246, 15, 620, 577]"
186,227,"[500, 658, 498, 501, 503, 127, 12, 656, 449, 268]"
187,228,"[678, 820, 774, 711, 712, 909, 675, 677, 679, 280]"
188,229,"[379, 659, 915, 916, 407, 259, 406, 409, 206, 375]"
189,230,"[378, 463, 393, 720, 721, 379, 296, 784, 336, 343]"
190,231,"[784, 938, 716, 597, 790, 360, 651, 652, 503, 54]"
191,232,"[777, 519, 651, 334, 350, 569, 828, 352, 344, 349]"
192,233,"[384, 802, 445, 918, 30, 894, 895, 940, 951, 910]"
193,234,"[907, 484, 516, 836, 838, 839, 920, 641, 643, 644]"
194,235,"[353, 298, 836, 838, 839, 532, 711, 712, 843, 844]"
195,236,"[739, 716, 737, 324, 870, 701, 944, 375, 697, 253]"
196,237,"[948, 949, 426, 682, 748, 693, 695, 696, 568, 424]"
197,239,"[760, 620, 303, 602, 100, 140, 528, 280, 305, 744]"
198,240,"[153, 888, 129, 722, 724, 313, 843, 844, 430, 296]"
199,242,"[923, 924, 757, 630, 250, 253, 254, 225, 868, 443]"
200,244,"[716, 116, 954, 869, 29, 226, 330, 398, 208, 592]"
201,245,"[693, 695, 696, 177, 101, 78, 534, 697, 699, 702]"
202,247,"[214, 610, 850, 784, 865, 903, 914, 942, 608, 720]"
203,248,"[425, 948, 949, 73, 127, 851, 32, 70, 74, 558]"
204,249,"[482, 435, 442, 802, 241, 120, 860, 452, 80, 87]"
205,250,"[18, 712, 711, 784, 296, 140, 7, 327, 511, 452]"
206,252,"[430, 574, 577, 579, 158, 266, 271, 879, 273, 278]"
207,253,"[620, 556, 883, 852, 538, 557, 666, 840, 842, 237]"
208,255,"[180, 181, 182, 918, 719, 805, 806, 892, 70, 74]"
209,256,"[388, 816, 387, 389, 296, 10, 661, 666, 154, 25]"
210,257,"[881, 286, 287, 940, 716, 880, 274, 246, 247, 901]"
211,258,"[528, 529, 530, 862, 466, 232, 618, 858, 447, 953]"
212,260,"[207, 896, 654, 208, 819, 668, 892, 798, 704, 106]"
213,261,"[740, 743, 741, 264, 746, 128, 165, 744, 590, 346]"
214,263,"[313, 636, 869, 805, 806, 913, 153, 463, 635, 219]"
215,264,"[577, 579, 581, 227, 167, 493, 344, 574, 170, 236]"
216,265,"[519, 938, 816, 597, 790, 621, 202, 206, 54, 639]"
217,267,"[100, 286, 287, 99, 274, 246, 23, 92, 245, 615]"
218,268,"[483, 595, 4, 103, 60, 429]"
219,269,"[482, 777, 892, 483, 484, 252, 479, 41, 847, 481]"
220,270,"[706, 453, 817, 722, 724, 693, 695, 933, 8, 696]"
221,271,"[100, 874, 99, 166, 167, 873, 23, 218, 92, 656]"
222,272,"[802, 482, 140, 525, 524, 480, 483, 484, 7, 511]"
223,273,"[147, 73, 143, 146, 149, 706, 811, 209, 722, 724]"
224,274,"[610, 266, 271, 273, 278, 923, 924, 609, 830, 539]"
225,275,"[805, 806, 904, 430, 918, 804, 669, 931, 932, 934]"
226,276,"[899, 900, 931, 932, 401, 668, 863, 678, 760, 405]"
227,277,[]
228,278,"[659, 916, 915, 903, 433, 222, 266, 271, 273, 278]"
229,279,"[519, 435, 442, 892, 863, 520, 419, 513, 421, 346]"
230,280,"[636, 499, 500, 914, 940, 951, 549, 30, 463, 869]"
231,281,"[453, 455, 456, 82, 449, 940, 596, 599, 899, 900]"
232,282,[]
233,283,"[475, 46, 469, 470, 471, 473, 147, 146, 169, 48]"
234,284,"[869, 802, 154, 324, 330, 398, 208, 127, 580, 577]"
235,285,"[706, 93, 547, 40, 246, 548, 240, 373, 901, 102]"
236,287,"[896, 654, 704, 804, 872, 106, 207, 703, 459, 285]"
237,288,"[764, 892, 777, 516, 774, 920, 841, 593, 857, 651]"
238,289,"[577, 579, 196, 167, 501, 344, 857, 582, 521, 477]"
239,290,"[270, 468, 641, 643, 548, 644, 266, 271, 273, 278]"
240,292,"[64, 892, 62, 63, 70, 74, 631, 837, 593, 857]"
241,293,"[645, 31, 777, 951, 658, 887, 363, 733, 430, 784]"
242,294,"[923, 924, 630, 224, 227, 645, 868, 443, 640, 163]"
243,295,"[693, 695, 120, 860, 696, 912, 634, 101, 78, 697]"
244,296,"[613, 907, 157, 352, 611, 772, 612, 773, 750, 174]"
245,297,"[41, 810, 181, 182, 631, 682, 384, 376, 106, 11]"
246,298,"[155, 96, 196, 302, 32, 122]"
247,299,"[658, 935, 814, 12, 266, 271, 273, 278, 923, 924]"
248,300,"[398, 641, 643, 644, 405, 445, 127, 395, 396, 397]"
249,301,"[693, 695, 101, 78, 534, 697, 698, 699, 702, 610]"
250,303,"[425, 516, 920, 266, 271, 273, 278, 777, 892, 940]"
251,304,"[519, 740, 743, 940, 722, 724, 656, 444, 741, 264]"
252,307,"[918, 903, 592, 919, 409, 799, 706, 353, 387, 298]"
253,308,"[303, 719, 336, 343, 475, 469, 470, 471, 473, 538]"
254,309,"[774, 596, 599, 417, 773, 295, 298, 885, 642, 17]"
255,310,"[350, 352, 353, 344, 168, 728, 63, 345, 346, 347]"
256,311,"[333, 910, 329, 330, 332, 148, 322, 331, 878, 661]"
257,313,"[875, 876, 877, 612, 538, 543, 475, 892, 896, 654]"
258,314,"[167, 577, 579, 231, 344, 494, 678, 712, 711, 224]"
259,315,"[295, 740, 743, 453, 950, 760, 507, 548, 787, 892]"
260,316,"[169, 207, 208, 201, 212, 901, 102, 0, 202, 374]"
261,317,"[802, 22, 693, 695, 631, 696, 624, 767, 23, 495]"
262,318,"[482, 480, 484, 252, 479, 596, 599, 860, 120, 668]"
263,319,"[898, 956, 586, 899, 900, 910, 46, 631, 452, 80]"
264,321,"[577, 579, 363, 453, 127, 167, 344, 500, 764, 892]"
265,322,"[678, 862, 739, 869, 719, 466, 677, 679, 803, 232]"
266,323,"[680, 668, 327, 168, 532, 802, 322, 425, 948, 949]"
267,324,"[445, 617, 195, 231, 233, 235, 444, 865, 363, 570]"
268,325,"[142, 739, 258, 430, 817, 147, 836, 838, 839, 894]"
269,326,"[338, 549, 519, 363, 570, 572, 862, 336, 561, 343]"
270,327,"[461, 914, 942, 453, 888, 129, 117, 488, 462, 463]"
271,329,"[456, 891, 548, 780, 600, 95, 722, 724, 596, 599]"
272,330,"[898, 956, 620, 896, 654, 862, 302, 359, 587, 79]"
273,331,"[82, 492, 558, 79, 80, 742, 745, 346, 747, 307]"
274,333,"[613, 352, 611, 612, 807, 536, 913, 534, 216, 537]"
275,334,"[206, 381, 483, 923, 924, 532, 482, 617, 430, 740]"
276,335,"[252, 116, 954, 142, 758, 678, 528, 817, 903, 427]"
277,337,"[892, 291, 333, 405, 593, 753, 641, 643, 644, 556]"
278,338,"[384, 712, 711, 46, 30, 863, 802, 940, 883, 266]"
279,339,"[902, 36, 894, 895, 903, 524, 525, 528, 35, 884]"
280,340,"[425, 948, 949, 40, 480, 379, 791, 776, 417, 295]"
281,341,"[292, 549, 125, 547, 550, 123, 127, 128, 459, 445]"
282,342,"[904, 324, 944, 375, 697, 253, 706, 738, 367, 65]"
283,343,"[678, 636, 125, 675, 635, 106, 463, 501, 123, 127]"
284,344,"[396, 896, 654, 405, 603, 607, 811, 817, 704, 804]"
285,346,"[719, 798, 722, 724, 474, 957, 831, 99, 187, 799]"
286,347,"[935, 500, 413, 942, 656, 498, 882, 501, 503, 537]"
287,348,"[92, 99, 219, 221, 348, 231, 885, 571, 511, 100]"
288,349,"[613, 706, 352, 611, 892, 852, 48, 716, 589, 500]"
289,350,"[740, 743, 380, 100, 620, 706, 548, 453, 196, 741]"
290,351,"[353, 298, 764, 712, 711, 435, 442, 160, 518, 457]"
291,352,"[631, 532, 722, 724, 266, 430, 271, 273, 278, 793]"
292,353,"[469, 470, 471, 473, 476, 478, 299, 45, 472, 477]"
293,354,"[453, 811, 678, 452, 455, 456, 813, 626, 675, 677]"
294,355,"[693, 695, 894, 895, 696, 78, 534, 697, 698, 699]"
295,356,"[232, 233, 235, 874, 570, 572, 100, 218, 784, 722]"
296,357,"[270, 907, 147, 923, 924, 149, 100, 922, 787, 892]"
297,358,"[280, 140, 942, 266, 271, 273, 278, 95, 852, 668]"
298,359,"[867, 561, 819, 151, 133, 102, 135, 107, 309, 439]"
299,360,"[548, 240, 373, 35, 389, 616, 686, 45, 146, 149]"
300,361,"[740, 743, 784, 191, 264, 0, 259, 407, 409, 453]"
301,363,"[910, 878, 688, 661, 711, 712, 181, 182, 904, 693]"
302,364,"[453, 452, 455, 449, 451, 85, 420, 510, 863, 421]"
303,365,"[296, 740, 743, 125, 658, 802, 709, 908, 741, 264]"
304,366,"[923, 924, 630, 785, 443, 408, 683, 204, 747, 13]"
305,367,"[883, 547, 338, 36, 892, 918, 30, 519, 243, 549]"
306,368,"[690, 863, 905, 102, 500, 706, 805, 806, 661, 549]"
307,369,"[820, 452, 453, 267, 561, 405, 350, 456, 296, 641]"
308,370,"[102, 313, 152, 219, 221, 784, 942, 323, 259, 843]"
309,371,"[206, 823, 824, 252, 313, 758, 914, 524, 525, 528]"
310,372,"[181, 182, 519, 11, 871, 951, 266, 271, 273, 278]"
311,373,[]
312,374,"[896, 654, 207, 910, 106, 733, 286, 287, 688, 661]"
313,375,[]
314,377,"[774, 157, 519, 548, 147, 418, 551, 660, 862, 770]"
315,378,"[865, 903, 620, 798, 191, 833, 902, 799, 826, 187]"
316,379,"[774, 711, 712, 760, 773, 327, 585, 680, 234]"
317,380,"[814, 656, 849, 691, 89, 281]"
318,381,"[169, 951, 122, 64, 869, 0, 231, 202, 374, 571]"
319,382,"[296, 863, 388, 905, 853, 889, 383, 387, 389, 918]"
320,383,"[845, 363, 303, 894, 895, 634, 672, 545, 833, 547]"
321,385,"[132, 903, 519, 907, 266, 271, 273, 278, 826, 202]"
322,386,"[946, 613, 777, 802, 241, 120, 860, 161, 671, 318]"
323,387,"[875, 876, 877, 854, 395, 405, 706, 397, 398, 401]"
324,388,"[875, 876, 877, 854, 620, 519, 930, 931, 932, 934]"
325,389,"[620, 336, 116, 343, 954, 464, 338, 29, 228, 842]"
326,390,"[678, 748, 781, 693, 695, 675, 677, 696, 272, 676]"
327,392,"[811, 722, 724, 70, 74, 266, 271, 273, 946, 278]"
328,393,"[641, 643, 644, 808, 598, 482, 435, 442, 613, 899]"
329,397,"[867, 620, 302, 360, 75, 76, 651, 78, 652, 503]"
330,398,"[462, 463, 903, 641, 643, 644, 805, 806, 22, 468]"
331,399,"[862, 722, 724, 820, 803, 232, 618, 858, 447, 516]"
332,400,"[823, 824, 125, 938, 597, 790, 169, 822, 826, 127]"
333,401,"[445, 5, 947, 864, 519, 447, 512, 869, 953, 539]"
334,402,[]
335,403,"[896, 654, 661, 910, 48, 7, 511, 18, 73, 102]"
336,404,"[883, 419, 420, 101, 652, 882, 884, 794, 234, 88]"
337,405,"[529, 530, 950, 798, 180, 82, 910, 953, 822, 30]"
338,407,"[819, 548, 923, 924, 879, 722, 724, 482, 336, 343]"
339,408,"[740, 743, 72, 511, 264, 425, 7, 18, 774, 931]"
340,409,"[232, 862, 836, 838, 839, 774, 938, 725, 597, 790]"
341,410,"[303, 482, 716, 100, 548, 7, 8, 480, 483, 484]"
342,411,"[482, 896, 654, 430, 500, 480, 483, 484, 479, 903]"
343,413,"[631, 121, 338, 548, 931, 932, 934, 892, 569, 865]"
344,414,"[250, 253, 256, 163, 2, 251, 255, 257, 141]"
345,415,"[872, 395, 605, 871, 812, 864, 739, 615, 563, 588]"
346,416,"[330, 869, 430, 332, 106, 329, 398, 208, 14, 548]"
347,417,"[266, 271, 273, 278, 931, 932, 934, 387, 75, 269]"
348,418,"[30, 499, 768, 552, 49, 657, 115, 861, 44]"
349,419,"[928, 40, 246, 504, 152, 31, 500, 59, 918, 894]"
350,420,"[533, 500, 120, 860, 116, 954, 501, 503, 127, 328]"
351,422,"[556, 620, 519, 904, 532, 324, 186, 559, 560, 88]"
352,423,"[140, 499, 500, 931, 932, 934, 133, 135, 139, 492]"
353,424,"[668, 862, 496, 669, 266, 271, 273, 278, 100, 803]"
354,425,"[820, 678, 286, 287, 667, 8, 813, 930, 675, 679]"
355,426,"[820, 710, 610, 561, 500, 725, 955, 656, 401, 901]"
356,427,"[667, 914, 384, 780, 904, 951, 389, 881, 98, 130]"
357,428,"[739, 596, 599, 701, 449, 729, 731, 730, 736, 738]"
358,429,"[570, 572, 947, 516, 920, 359, 475, 329, 381, 950]"
359,431,"[516, 725, 920, 955, 659, 916, 915, 637, 716, 519]"
360,432,"[645, 168, 63, 640, 225, 708, 110, 400, 560, 440]"
361,433,"[167, 881, 570, 572, 247, 329, 571, 336, 343, 170]"
362,434,"[697, 253, 693, 695, 696, 296, 101, 78, 534, 698]"
363,435,"[102, 767, 482, 668, 384, 951, 480, 483, 484, 252]"
364,436,[]
365,437,"[678, 519, 562, 675, 677, 679, 393, 718, 720, 378]"
366,438,"[390, 392, 556, 82, 472, 475, 807, 913, 594, 767]"
367,439,"[901, 102, 210, 15, 615, 710, 886, 761, 412, 386]"
368,441,"[140, 131, 133, 135, 139, 827, 645, 262, 901, 216]"
369,442,"[500, 498, 501, 503, 127, 883, 101, 652, 884, 536]"
370,444,"[577, 579, 596, 599, 716, 116, 954, 167, 595, 598]"
371,446,"[5, 519, 512, 296, 303, 444, 536, 305, 661, 534]"
372,447,"[869, 603, 607, 16, 419, 420, 594, 330, 398, 208]"
373,448,"[343, 222, 424, 338, 337, 341, 231, 232, 235, 930]"
374,449,"[843, 363, 844, 733, 176, 17, 338, 530, 407, 732]"
375,450,"[405, 931, 932, 934, 892, 923, 924, 395, 396, 398]"
376,451,"[914, 608, 869, 892, 684, 488, 635, 275, 330, 398]"
377,452,"[543, 875, 876, 877, 266, 271, 273, 278, 869, 775]"
378,453,"[324, 870, 375, 697, 253, 904, 30, 862, 191, 336]"
379,454,"[409, 174, 787, 633, 292, 516, 918, 920, 224, 227]"
380,455,"[528, 530, 565, 199, 526, 527, 531, 35, 389, 616]"
381,456,"[359, 631, 258, 565, 930, 492, 633, 70, 74, 558]"
382,457,"[938, 716, 597, 790, 54, 639, 408, 152, 314, 31]"
383,458,"[406, 784, 888, 129, 805, 806, 492, 393, 718, 720]"
384,459,"[549, 798, 879, 631, 550, 904, 693, 695, 889, 517]"
385,460,"[0, 169, 659, 915, 916, 693, 695, 696, 202, 374]"
386,461,"[343, 338, 603, 607, 197, 337, 341, 565, 953, 339]"
387,462,"[892, 157, 561, 668, 837, 841, 593, 857, 174, 403]"
